Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Estimated Complexity,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Existing GitBox Approval,Blogs - Username,Protected Branch,Blogs - Email Address,GitHub Options,Docs Text,Git Repository Import Path,New-TLP-TLPName,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,External issue ID,Machine Readable Info,CXF Fields,External issue URL,Flags,Rank
CXF,CXF-4071,LoggingInterceptors contain parts which are not nessecary.,Improvement,Closed,Major,Not A Problem,Christian Schneider,Michael Prieß,Michael Prieß,1/27/2012 14:34,,1/27/2012 21:53,1/27/2012 17:47,2.5.2,,Core,,0,0,,300,300,,0%,,,,"The LoggingInInterceptor trying to log the Message.RESPONSE_CODE, this is not necessary. 
The LoggingOutInterceptor trying to log the HTTP_REQUEST_METHOD, this is not necessary. 
",,0%,0%,,300,300,,Novice,1/27/2012 14:46,,,,"5 years, 26 weeks, 3 days ago",,225547,,,Restricted to agents,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,166917,,,,,,,,,0|i0sxkv:
CXF,CXF-4072,NPE in PhaseInterceptorChain,Bug,Closed,Major,Fixed,Akitoshi Yoshida,Vadim Dmitriev,Vadim Dmitriev,1/27/2012 15:34,,4/23/2012 16:45,2/2/2012 11:26,2.5.2,"2.4.7, 2.5.3, 2.6",,,0,0,,,,,,,,,"NPE is thrown in PhaseInterceptorChain when fault is thrown in WS impl method: 

java.lang.NullPointerException: null 
at org.apache.cxf.interceptor.FaultOutInterceptor.getFaultForClass(FaultOutInterceptor.java:163) 
at org.apache.cxf.interceptor.FaultOutInterceptor.handleMessage(FaultOutInterceptor.java:67) 
at org.apache.cxf.jaxws.interceptors.WebFaultOutInterceptor.handleMessage(WebFaultOutInterceptor.java:136) 
at org.apache.cxf.phase.PhaseInterceptorChain.doIntercept(PhaseInterceptorChain.java:263) 
at org.apache.cxf.interceptor.AbstractFaultChainInitiatorObserver.onMessage(AbstractFaultChainInitiatorObserver.java:107) 
at org.apache.cxf.phase.PhaseInterceptorChain.doIntercept(PhaseInterceptorChain.java:323) 
at org.apache.cxf.transport.ChainInitiationObserver.onMessage(ChainInitiationObserver.java:123) 
at org.apache.cxf.transport.http.AbstractHTTPDestination.invoke(AbstractHTTPDestination.java:207) 
at org.apache.cxf.transport.servlet.ServletController.invokeDestination(ServletController.java:213) 
at org.apache.cxf.transport.servlet.ServletController.invoke(ServletController.java:193) 
at org.apache.cxf.transport.servlet.CXFNonSpringServlet.invoke(CXFNonSpringServlet.java:126) 
at org.apache.cxf.transport.servlet.AbstractHTTPServlet.handleRequest(AbstractHTTPServlet.java:185) 
at org.apache.cxf.transport.servlet.AbstractHTTPServlet.doPost(AbstractHTTPServlet.java:108) 
<...>",,,,,,,,Unknown,1/27/2012 16:44,,,,"5 years, 17 weeks, 5 days ago",,225556,,,Restricted to agents,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,63432,,,,,,,,,0|i0b85b:
CXF,CXF-4073,Support multiple policy interceptor providers per policy assertion,Improvement,Closed,Major,Fixed,Daniel Kulp,Andrei Shakirin,Andrei Shakirin,1/27/2012 16:36,,4/23/2012 16:45,2/3/2012 21:37,,2.6,WS-* Components,,0,0,,,,,,,,,"Hi, 

At the moment policy mechanism is very powerfull, but have some limitation. One of them is that it is possible to register only one InterceptorProvider for one policy assertion. 

PolicyInterceptorProviderRegistry interface extends Regsitry as: 
public interface PolicyInterceptorProviderRegistry 
extends Registry<QName, PolicyInterceptorProvider> { 

I see some use cases where PolicyInterceptorProvider(s) are independent, but associated with the same policy assertion (for example in complex authentication case). 

Proposal: extend PolicyInterceptorProviderRegistry to save set of PolicyInterceptorProvider for one assertion. 
If proposal is accepted I will provide patch. 

Regards, 
Andrei.",,,,,,,,Unknown,2/3/2012 21:37,,,,"5 years, 25 weeks ago",,225562,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,166391,,,,,,,,,0|i0subz:
CXF,CXF-4074,Move the CORS code to rs/security/cors,Task,Closed,Major,Fixed,Sergey Beryozkin,Sergey Beryozkin,Sergey Beryozkin,1/27/2012 17:22,,4/23/2012 16:45,1/27/2012 21:50,"2.5.3, 2.6","2.5.3, 2.6",JAX-RS,,0,0,,,,,,,,,"Only the packaging update affects 2.5.x: http://svn.apache.org/viewvc?rev=1236769&view=rev 

Without this update we will have different packages on 2.6 and 2.5 branches. The CORS filters is still a work in progress so hopefully it won't affect a lot the early testers on 2.5.x 
",,,,,,,,Unknown,,,,,"5 years, 26 weeks, 3 days ago",,225568,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,269129,,,,,,,,,0|i1agfr:
CXF,CXF-4075,"The JAX-RS : Client API Unable to Handle Response Content Type ""text/plain"". Throws ClientWebApplicationException When Client Service Method is Invoked",Bug,Closed,Critical,Not A Problem,Unassigned,Nathan Gulley,Nathan Gulley,1/27/2012 22:54,,2/20/2012 18:32,1/30/2012 19:23,2.5,Invalid,JAX-RS,,0,1,,,,,,,,"OS: Windows XP 
JDK Version: 6 

","The JAX-RS : Client API is unable to handle response content type ""text/plain"". The proxy client throws a ClientWebApplicationException 
when the service call is made: 

org.apache.cxf.jaxrs.client.ClientWebApplicationException: .No message body reader has been found for class : class com.sears.forgotpassword.ForgotPassword, ContentType : text/plain. 
at org.apache.cxf.jaxrs.client.AbstractClient.reportMessageHandlerProblem(AbstractClient.java:593) 
at org.apache.cxf.jaxrs.client.AbstractClient.readBody(AbstractClient.java:445) 
at org.apache.cxf.jaxrs.client.ClientProxyImpl.handleResponse(ClientProxyImpl.java:527) 
at org.apache.cxf.jaxrs.client.ClientProxyImpl.doChainedInvocation(ClientProxyImpl.java:487) 
at org.apache.cxf.jaxrs.client.ClientProxyImpl.invoke(ClientProxyImpl.java:188) 
at $Proxy16.forgotPassword(Unknown Source) 
at com.sears.mobilegateway.test.SHCAPIProfileServiceTest.testForgotPassword(SHCAPIProfileServiceTest.java:231) 

WEB SERVICE URL: http://webservices.sears.com/shcapi/ForgotPassword?store=Sears&appID=MOB_IPH_SEARS_2GO&authID=xxxxxxxxxx&langId=-1&catalogId=12605&email=ngul23as196s9@yahoo.com 

RESPONSE CONTENT TYPE: text/plain 

RESPONSE CONTENT: 
<?xml version=""1.0"" encoding=""UTF-8"" standalone=""no"" ?> 
<ForgotPassword> 
<StatusData> 
<ResponseCode>0</ResponseCode> 
<RespMessage><![CDATA[Action is successful.Please check your email account for instructions on how to choose your new password.]]></RespMessage> 
</StatusData> 
<ServiceHeaders> 
<Store> 10153 </Store> 
<LangId> -1 </LangId> 
<clientSessionKey> 3uDXyoc2vtZi35gk3UVdyOC </clientSessionKey> 
</ServiceHeaders> 
</ForgotPassword> 

Here are the detailed steps you need to follow in order to reproduce the bug: 

1. Define a REST client service class that points to a RESTful web service that returns content type ""text/plain"" 

CLASS: import javax.ws.rs.GET; 
import javax.ws.rs.POST; 
import javax.ws.rs.Path; 
import javax.ws.rs.QueryParam; 

import com.sears.forgotpassword.ForgotPassword; 

public interface SHCAPIProfileService { 

@Path(""/shcapi/ForgotPassword"") @GET 
public ForgotPassword forgotPassword(@QueryParam(""email"") String email, 
@QueryParam(""appID"") String appID, 
@QueryParam(""authID"") String authID, 
@QueryParam(""store"") String store, 
@QueryParam(""catalogId"") String catalogId, 
@QueryParam(""langId"") String langId); 
} 


2. Add the service class to your Spring configuration file as a CXF JAX-RS client bean. Configure the bean to accept content type 
""text/plain"": 

<jaxrs:client id=""shcapiProfileService"" address=""https://webservices.sears.com:"" serviceClass=""com.sears.mobilegateway.service.SHCAPIProfileService"" inheritHeaders=""true""> 
<jaxrs:headers> 
<entry key=""Accept"" value=""text/plain""/> 
<entry key=""Accept"" value=""text/xml""/> 
</jaxrs:headers> 
</jaxrs:client> 


3. Use a Spring ApplicationContext to reference an instance of the client service bean in your code: 

ApplicationContext applicationContext = new ClassPathXmlApplicationContext(""spring-business-context.xml""); 
SHCAPIProfileService shcapiProfileService = (SHCAPIProfileService)applicationContext.getBean(""shcapiProfileService""); 


4. Call the ""forgotPassword"" service method on the service class: 

ForgotPassword responseObj = shcapiProfileService.forgotPassword(LOGIN_ID, APP_ID, AUTH_ID, STORE, CATALOG_ID, LANG_ID); 


5. The following ClientWebApplicationException is thrown when JAXB tries to unmarshall the response content into the ""ForgotPassword"" Java object: 

org.apache.cxf.jaxrs.client.ClientWebApplicationException: .No message body reader has been found for class : class com.sears.forgotpassword.ForgotPassword, ContentType : text/plain. 
at org.apache.cxf.jaxrs.client.AbstractClient.reportMessageHandlerProblem(AbstractClient.java:593) 
at org.apache.cxf.jaxrs.client.AbstractClient.readBody(AbstractClient.java:445) 
at org.apache.cxf.jaxrs.client.ClientProxyImpl.handleResponse(ClientProxyImpl.java:527) 
at org.apache.cxf.jaxrs.client.ClientProxyImpl.doChainedInvocation(ClientProxyImpl.java:487) 
at org.apache.cxf.jaxrs.client.ClientProxyImpl.invoke(ClientProxyImpl.java:188) 
at $Proxy16.forgotPassword(Unknown Source) 
at com.sears.mobilegateway.test.SHCAPIProfileServiceTest.testForgotPassword(SHCAPIProfileServiceTest.java:231) 

NOTE: This exception should not occur since we configured the service class to accept content type ""text/plain"" in step 2. 

I tried work arounds such as customizing the proxy by running the following code before making the client service call: 

WebClient.client(shcapiProfileService).accept(""text/plain""); 

However these had no effect. The same error occurs. 

",,,,,,,,Unknown,1/29/2012 17:45,,,,"5 years, 23 weeks ago",,225625,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,269128,,,,,,,,,0|i1agfj:
CXF,CXF-4076,Remove the cxf-rt-bindings-http module,Task,Closed,Major,Fixed,Sergey Beryozkin,Sergey Beryozkin,Sergey Beryozkin,1/29/2012 22:22,7/25/2017 13:16,4/23/2012 16:45,1/29/2012 22:43,2.6,2.6,OtherDatabindings,,0,0,,,,,,,,,"HTTP Binding is a legacy module for supporting the creation of RESTful services. 
The main focus now is on JAX-RS. This module has not been maintained for few years and it makes sense to remove it to minimize a number of modules.",,,,,,,,Unknown,,,,,"5 years, 26 weeks, 1 day ago",,225718,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,166398,,,,,,,,,0|i0sudj:
CXF,CXF-4077,Body tag attributes from inbound message are lost in outbound message,Bug,Closed,Major,Not A Problem,Daniel Kulp,Philippe CERY,Philippe CERY,1/30/2012 10:57,,4/9/2013 15:19,3/7/2013 17:41,"2.4.4, 2.5.1",Invalid,"JAX-WS Runtime, Soap Binding",,0,1,,86400,86400,,0%,,,"jdk 1.6.0_30, tomcat 6.0.35, camel 2.9.0, cxf 2.5.1","Suppose you want to sign the whole soap body of your message. The Body tag will have 2 attributes xmlns:wsu and wsu:Id added. 
I want my server to forward the message to another server without checking signature and of course without modifying the signed part. 
But the In interceptors (ReadHeadersInterceptor and StartBodyInterceptor) ignore these attributes while parsing the inbound message and the SoapOutInterceptor creates a new empty soap Body element. 
So, the signed part is considered as modified by the second server and the message is rejected. 
If I want to sign any other part inside the body element, it works.",,0%,0%,,86400,86400,,Moderate,2/15/2012 19:36,,,,"4 years, 20 weeks, 4 days ago",,225759,,,Restricted to agents,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,247800,,,,,,,,,0|i16stb:
CXF,CXF-4078,SecurityContextToken Identifier value not an absolute URI,Bug,Closed,Major,Fixed,Oliver Wulff,Oliver Wulff,Oliver Wulff,1/31/2012 8:43,,4/23/2012 16:45,3/5/2012 11:38,2.5.2,2.5.3,Services,,0,0,,,,,,,,,"The issued security context token contains an invalid value for the Identifier element: 

<wsc:SecurityContextToken wsu:Id=""sctId-2AC71332E5480B287913279981488202"" xmlns:wsc=""http://docs.oasis-open.org/ws-sx/ws-secureconversation/200512"" xmlns:wsu=""http://docs.oasis-open.org/wss/2004/01/oasis-200401-wss-wssecurity-utility-1.0.xsd""> 
<wsc:Identifier>2AC71332E5480B287913279981488201</wsc:Identifier> 
</wsc:SecurityContextToken> 

Add a property to the SCTProvider to configure the scheme of the URI. Default could be uuid: 

<wsc:Identifier>uuid:2AC71332E5480B287913279981488201</wsc:Identifier> 
",,,,,,,,Unknown,1/31/2012 15:25,,,,"5 years, 25 weeks, 6 days ago",,225926,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,269199,,,,,,,,,0|i1agvb:
CXF,CXF-4079,Move some optional JAX-RS providers to a separate module,Task,Closed,Major,Fixed,Sergey Beryozkin,Sergey Beryozkin,Sergey Beryozkin,1/31/2012 22:45,,4/23/2012 16:45,1/31/2012 23:03,,2.6,JAX-RS,,0,0,,,,,,,,,JAX-RS frontend contains too many providers. Some of them can be moved to another module. Further modules can be spawned from then on,,,,,,,,Unknown,,,,,"5 years, 25 weeks, 6 days ago",,226039,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,166395,,,,,,,,,0|i0sucv:
CXF,CXF-4080,http conduit: documentation references basicAuthSupplier but should be authSupplier,Bug,Closed,Major,Fixed,Christian Schneider,Achim Nierbeck,Achim Nierbeck,2/1/2012 9:02,,4/23/2012 16:50,2/3/2012 10:06,"2.4.1, 2.5.1",2.6,,,0,0,,,,,,,,,"The conduit element still supports the basicAuthSupplier (at least for the xml config) and documentation still points to it for configuring a AuthSupplier. 
Though this basicAuthSupplier doesn't work at all and always returns a 

{code} 
NotWritablePropertyException: Invalid property 'basicAuthSupplier' 
{code} 

Using the general authSupplier does work. So this is probably more an issue of documenting and removing the old stuff :) 
",,,,,,,,Unknown,2/1/2012 9:59,,,,"5 years, 25 weeks, 4 days ago",,226088,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,166394,,,,,,,,,0|i0sucn:
