Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Estimated Complexity,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Existing GitBox Approval,Blogs - Username,Protected Branch,Blogs - Email Address,GitHub Options,Docs Text,Git Repository Import Path,New-TLP-TLPName,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,External issue ID,Machine Readable Info,CXF Fields,External issue URL,Flags,Rank
CXF,CXF-11,Add error message for solicit response and notification wsdl operation in tools,Task,Closed,Major,Fixed,Unassigned,Jim Ma,Jim Ma,8/31/2006 6:24,,8/29/2007 18:00,9/15/2006 7:51,,2.0-M1,,,0,0,,,,,,,,,,,,,,,,,,,,,,"10 years, 48 weeks, 5 days ago",,110886,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,267680,,,,,,,,,0|i1a7hr:
CXF,CXF-12,CXF-2 get Bare working,Sub-task,Closed,Major,Fixed,Freeman Fang,Freeman Fang,Freeman Fang,8/31/2006 7:15,,9/13/2006 1:48,9/13/2006 1:48,,2.0-M1,,,0,0,,,,,,,,,,,,,,,,,,,,,,"10 years, 48 weeks, 5 days ago",,110887,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,267679,,,,,,,,,0|i1a7hj:
CXF,CXF-13,CXF JMS Transport support,Task,Closed,Major,Fixed,Willem Jiang,Willem Jiang,Willem Jiang,8/31/2006 9:48,,10/26/2006 1:28,10/26/2006 1:28,,2.0-M1,Transports,,0,0,,,,,,"CXF-39, CXF-40, CXF-41, CXF-88",,,"Port JMS Transport of celtix v1 to CXF new transport API
",,,,,,,,,,,,,"10 years, 47 weeks, 5 days ago",,110888,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,267678,,,,,,,,,0|i1a7hb:
CXF,CXF-14,REST,Task,Closed,Major,Fixed,Unassigned,Jervis Liu,Jervis Liu,9/4/2006 2:25,,10/27/2006 9:20,10/27/2006 9:20,2.0-M1,2.0-M1,,,0,0,,,,,,"CXF-42, CXF-43, CXF-93, CXF-132, CXF-133, CXF-134",,,REST support in CXF,,,,,,,,,,,,,"10 years, 48 weeks, 1 day ago",,110889,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,267677,,,,,,,,,0|i1a7h3:
CXF,CXF-15,JCA supportting,New Feature,Closed,Major,Fixed,Unassigned,unrealjiang,unrealjiang,9/4/2006 3:54,,11/15/2006 10:03,11/15/2006 10:03,2.0-M1,2.0-M1,,,0,0,,,,,,"CXF-79, CXF-80, CXF-96, CXF-135, CXF-168, CXF-211, CXF-218, CXF-234, CXF-256, CXF-267",,,,,,,,,,,,,,,,"10 years, 48 weeks, 1 day ago",,110890,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,267676,,,,,,,,,0|i1a7gv:
CXF,CXF-16,Start publishing SNAPSHOTS to the Apache snapshot maven repository,Task,Closed,Major,Fixed,Unassigned,Daniel Kulp,Daniel Kulp,9/4/2006 16:46,,10/24/2006 3:54,10/24/2006 3:54,2.0-M1,2.0-M1,Build system,,0,0,,,,,,CXF-17,,,"
Wrapper task to hold subtasks of work required to start publishing snapshots.",,,,,,,,,,,,,"10 years, 48 weeks ago",,110891,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,179394,,,,,,,,,0|i0v2lj:
CXF,CXF-17,"CXF-16 Add apache LICENSE, NOTICES, and DISCLAIMERS.txt files to all jars",Sub-task,Closed,Major,Fixed,Unassigned,Daniel Kulp,Daniel Kulp,9/4/2006 16:49,,10/24/2006 3:56,10/24/2006 3:56,2.0-M1,2.0-M1,Build system,,0,0,,,,,,,,,"
Before publishing snapshots, we need to make sure the required apache files are in the proper location of the jars.

",,,,,,,,,,,,,"10 years, 48 weeks ago",,110892,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,179396,,,,,,,,,0|i0v2lz:
CXF,CXF-18,addPort not implemented,Bug,Closed,Major,Fixed,Willem Jiang,Daniel Kulp,Daniel Kulp,9/5/2006 14:44,,8/29/2007 2:06,10/18/2006 9:38,2.0-M1,2.0-M1,JAX-WS Runtime,,0,0,,,,,,,,,"
The ServiceImpl.addPort method needs to be implemented.

Requirement of section 4.1 of JAXWS spec.

",,,,,,,,,,,,,"10 years, 47 weeks, 6 days ago",,110893,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,179395,,,,,,,,,0|i0v2lr:
CXF,CXF-19,getPort(Class) throws exception,Bug,Closed,Major,Fixed,Unassigned,Daniel Kulp,Daniel Kulp,9/5/2006 14:57,,8/29/2007 2:05,1/4/2007 2:39,2.0-RC,2.0-RC,JAX-WS Runtime,,0,0,,,,,,,,,"On ServiceImpl, a call to:
public <T> T getPort(Class<T> type)
always will throw a WebServiceException due to the call to getPort(name, type) checking if name is null.

From the 4.2.3 section of the JAX-WS spec: ""the Service instance is responsible for selecting the port (protocol binding and endpoint address).""",,,,,,,,,,,,,"10 years, 47 weeks, 6 days ago",,110894,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,267675,,,,,,,,,0|i1a7gn:
CXF,CXF-20,Usability Improvements for DI based Configuration Mechanism,Task,Closed,Major,Fixed,Unassigned,Andrea Smyth,Andrea Smyth,9/5/2006 18:23,,4/23/2007 3:53,4/23/2007 3:53,,2.0-RC,Configuration,,0,0,,,,,,"CXF-21, CXF-22, CXF-23, CXF-24, CXF-25, CXF-26, CXF-27, CXF-28",,,,,,,,,,,,,,,,"10 years, 47 weeks, 6 days ago",,110895,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,267674,,,,,,,,,0|i1a7gf:
CXF,CXF-21,CXF-20 Rename existing configuration packages to free up package name for the new configuration design.,Sub-task,Closed,Major,Fixed,Andrea Smyth,Andrea Smyth,Andrea Smyth,9/6/2006 12:54,,1/12/2007 14:12,9/6/2006 18:01,,2.0-M1,Configuration,,0,0,,,,,,,,,Allows old configuration functionality to be used by components such as HTTP transport while working on the new stuff.,,,,,,,,,,,,,"10 years, 47 weeks, 6 days ago",,110896,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,267673,,,,,,,,,0|i1a7g7:
CXF,CXF-22,CXF-20 Default Value Plugin,Sub-task,Closed,Major,Fixed,Andrea Smyth,Andrea Smyth,Andrea Smyth,9/6/2006 12:59,,10/2/2006 11:21,10/2/2006 11:21,,2.0-M1,,,0,0,,,,,,,,,"Provide working version of a default value plugin (the one currently available on jaxb2-commons does not work - it seems based on the assumption that fields mapped from elements based on primitive types are unwrapped, which they are not.
Also a bit of an exercise in writing xjb plugins.
Problem reported to jaxb2-commons, awaiting response/fix.",,,,,,,,,,,,,"10 years, 44 weeks, 1 day ago",,110897,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,179397,,,,,,,,,0|i0v2m7:
CXF,CXF-23,CXF-20 Upgrade to Spring 2.0,Sub-task,Closed,Major,Fixed,Andrea Smyth,Andrea Smyth,Andrea Smyth,9/6/2006 14:41,,1/12/2007 14:07,9/12/2006 21:42,,2.0-M1,Configuration,,0,0,,,,,,,,,"First step should not be a big deal as currently only the resource package is used (Spring based ConfigurationProvider implementations from the Celtix project were not imported into CXF). 
But need to port JAXB-based property editors, BeanDefinitionParser used in Celtix to Spring 2.0 before components such as the HTTP transport can use the new configuration approach.",,,,,,,,,,,,,"10 years, 47 weeks, 5 days ago",,110898,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,267672,,,,,,,,,0|i1a7fz:
CXF,CXF-24,CXF-20 Xjc plugin to code generate beans from schemas,Sub-task,Closed,Major,Fixed,Andrea Smyth,Andrea Smyth,Andrea Smyth,9/6/2006 14:48,,1/12/2007 14:06,9/12/2006 21:43,2.0-M1,2.0-M1,Configuration,,0,0,,,,,,,,,"Initially, the generated beans will inherit from an abstract base class, and will have standard setters. Getters are modified to check for superseding values or alternative values (if field is null).
This will have no effect of course if no value providers are registered (through an API of the base class). 
Another deviation from native xjc may be that getters for fields mapped to schema attributes will always be of the same type (whether wrapped or unwrapped needs to be decided) - regardless if they have a default value.",,,,,,,,,,,,,"10 years, 47 weeks, 5 days ago",,110899,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,267671,,,,,,,,,0|i1a7fr:
CXF,CXF-25,CXF-20 Replace dependencies on old configuration APIs,Sub-task,Closed,Major,Fixed,Andrea Smyth,Andrea Smyth,Andrea Smyth,9/6/2006 14:52,,1/12/2007 14:06,9/21/2006 14:21,,2.0-M1,Configuration,,0,0,,,,,,,,,"1. Change configurable components to inherit from generated base beans.
2. Remove Configuration type data members from configurable objects and remove calls to ConfigurationBuilder.getConfiguration(CompoundName id, String cfgNamespace).
3. Replace calls to configuration.get(String name, Class<?> type) by getters in base class.",,,,,,,,,,,,,"10 years, 45 weeks, 5 days ago",,110900,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,179365,,,,,,,,,0|i0v2f3:
CXF,CXF-26,CXF-20 Explicitly inject into objects created by the runtime,Sub-task,Closed,Major,Fixed,Andrea Smyth,Andrea Smyth,Andrea Smyth,9/6/2006 14:56,,1/12/2007 14:06,9/28/2006 8:10,,2.0-M1,Configuration,,0,0,,,,,,,,,"If the runtime (as opposed to a container) creates a configurable object, call a configurer to configure this object. The Spring based implementation of such a configurer sets the ApplicationContext and the BeanWringInfoResolver so that Spring can inject values of a bean into the newly created object. After thatm the object behaves in excalty the same way as if it had been created by the container (Spring) in the first place.",,,,,,,,,,,,,"10 years, 47 weeks, 5 days ago",,110901,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,267670,,,,,,,,,0|i1a7fj:
CXF,CXF-27,CXF-20 Automate injection into runtime created objects by use of aspectJ,Sub-task,Closed,Major,Fixed,Unassigned,Andrea Smyth,Andrea Smyth,9/6/2006 14:59,,4/23/2007 3:53,4/23/2007 3:53,,2.0-RC,Configuration,,0,0,,,,,,,,,"Use load time weaving, and implement a new aspect for that purpose to avoid hardcoding Spring dependencies (i.e. use of Spring's @Configurable annotation) in the code.
Not sure yet how to do that .",,,,,,,,,,,,,"10 years, 47 weeks, 5 days ago",,110902,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,267669,,,,,,,,,0|i1a7fb:
CXF,CXF-28,"CXF-20 ""Nice"" XML",Sub-task,Closed,Major,Fixed,Dan Diephouse,Andrea Smyth,Andrea Smyth,9/6/2006 15:03,,5/23/2007 12:35,5/23/2007 12:35,,2,Configuration,,0,0,,,,,,,,,Use the schema - bean relationships ro be able to use custom elements instead of the standard bean elements in Spring configuration files.,,,,,,,,,3/11/2007 21:53,,,,"10 years, 10 weeks, 6 days ago",,110903,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,267668,,,,,,,,,0|i1a7f3:
CXF,CXF-29,DatatypeProvider not set,Bug,Closed,Major,Fixed,tli,Andrea Smyth,Andrea Smyth,9/6/2006 15:15,,8/29/2007 2:05,1/4/2007 4:13,2.0-RC,2.0-RC,JAXB Databinding,,0,0,,,,,,,,,"When you instantiate a class that is mapped from an element which has a base64Binary attribute with a default value, and subsequently call the getter for this attribute, the invocation will fail with a NPE unless somwhere in the code a DatatypeConverter was set via DatatypeConverter.setDatatypeConverter(javax.xml.bind.DatatypeConverterInterface converter):

e.g. generated code:

public class Foo {
...
public byte[] getBase64BinaryAttr() {
if (base64BinaryAttr == null) {
return DatatypeConverter.parseBase64Binary(""wxyz"");
} else {
return base64BinaryAttr;
}
}
}

application code:

Foo foo = new ObjectFactory().createFoo();
DatatypeConverter.setDatatypeConverter(new DatatypeConverterImpl());
byte[] value = foo.getBase64BinaryAttr()

We should take care that somewhere in the runtime a DatatypeConverter is set, possibly through loading (but not necessarily registering) an extension in the rt-databinding-jaxb module? From the javadoc:
"" JAXB Providers are required to call this method at some point before allowing any of the JAXB client marshal or unmarshal operations to occur"".
We cannot take the DatatypeConverterImpl provided by sun (in the com.sun.xml.bind jaxb-impl.jar) as this has a protected constructor, but could use the one from jaxme project http://ws.apache.org/jaxme/
",,,,,,,,,12/31/2006 3:34,,,,"10 years, 30 weeks, 5 days ago",,110904,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,267667,,,,,,,,,0|i1a7ev:
CXF,CXF-30,Implement a Bus based on Spring,Task,Closed,Major,Fixed,Andrea Smyth,Andrea Smyth,Andrea Smyth,9/6/2006 15:41,,1/12/2007 14:05,9/29/2006 13:55,,2.0-M1,Bus,,0,0,,,,,,"CXF-31, CXF-32, CXF-129",,,,,,,,,,,,,,,,"10 years, 47 weeks, 5 days ago",,110905,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,232541,,,,,,,,,0|i146nj:
CXF,CXF-31,"CXF-30 Implement SpringBus, SpringBusFactory",Sub-task,Closed,Major,Fixed,Unassigned,Andrea Smyth,Andrea Smyth,9/6/2006 15:44,,8/29/2007 2:06,9/25/2006 10:27,,2.0-M1,Bus,,0,0,,,,,,,,,"Instead of using the extension manager implementation (trunk/rt/core/src/main/java/org/apache/cxf/extension/ExtensionManager.java) use Spring and create an application context from all META-INF/services/cxf.xml, META-INF/services/cxf-*.xml files on the classpath).
Optionally include a user supplies bean configuration file also, and optionally offer to not include the META-INF/services/cxf.xml, META-INF/services/cxf-*.xml files on the classpath.
The SpringBusFactory should roughly support:
createBus();
createBus(String userCfgFile, boolean includeDefaults);
",,,,,,,,,,,,,"10 years, 47 weeks, 5 days ago",,110906,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,267666,,,,,,,,,0|i1a7en:
CXF,CXF-32,CXF-30 Provide Spring cfg files in META-INF/services directory of all extension components.,Sub-task,Closed,Major,Fixed,Andrea Smyth,Andrea Smyth,Andrea Smyth,9/6/2006 15:47,,9/25/2006 15:00,9/25/2006 15:00,,2.0-M1,Bus,,0,0,,,,,,,,,"To cause all extensions to be loaded when aplication context is initialised.
This is a once-off porting task that should be considered complete once a bus initialised in this way loads all extensions required to let the existing system tests pass. In the future the provision of such files is the responsibility of the components.",,,,,,,,,,,,,"10 years, 45 weeks ago",,110907,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,267665,,,,,,,,,0|i1a7ef:
CXF,CXF-33,Soap 1.2 Support,Task,Closed,Major,Fixed,Unassigned,Dan Diephouse,Dan Diephouse,9/6/2006 20:13,,5/2/2013 2:28,11/15/2006 7:02,,2.0-M1,Soap Binding,,0,0,,,,,,"CXF-34, CXF-81, CXF-82, CXF-154, CXF-155, CXF-156, CXF-159, CXF-160",CXF-35,,We need to do several things yet to get SOAP 1.2 support fully working. I will create subissues for these.,,,,,,,,,,,,,"10 years, 47 weeks, 5 days ago",,110908,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,267664,,,,,,,,,0|i1a7e7:
CXF,CXF-34,CXF-33 Support SOAP 1.2 WSDL Extensions,Sub-task,Closed,Major,Fixed,maomaode,Dan Diephouse,Dan Diephouse,9/6/2006 20:14,,8/29/2007 2:06,10/17/2006 13:17,,2.0-M1,,,0,0,,,,,,,,,The WSDL4J 1.6 release due out in the next week or so will contain the SOAP 1.2 extensions as part of it. We need to be able to recognize these in the SoapBindingFactory and create a SoapBinding from them.,,,,,,,,,10/17/2006 13:17,,,,"10 years, 41 weeks, 6 days ago",,110909,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,267663,,,,,,,,,0|i1a7dz:
