Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Blogs - Username,Blogs - Email Address,Docs Text,Git Repository Import Path,New-TLP-TLPName,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,Machine Readable Info,External issue URL,Flags,Rank
PDFBox,PDFBOX-2132,Provide a pluggable exception handler to PDFStreamEngine,Improvement,Closed,Major,Fixed,Unassigned,Petr Slaby,Petr Slaby,6/11/2014 12:38,,3/17/2016 19:07,6/13/2014 2:01,2.0.0,2.0.0,Rendering,,0,2,,,,,,,,,"In our text processing and OMS application, PDFs are used as attachments to documents and rendered to target formats, among others AFP or PCL. The rendering part is implemented as a Graphics2D which gets called from PageDrawer and produces corresponding commands in the target printing language. 

As PDF is a much richer language than AFP or PCL, there are cases when we are not able to directly implement the corresponding g2d function (e.g. partial transparency of objects in AFP as it only supports transparency masks in bitmaps). In such case, the g2d implementation throws an UnsupportedOperationException which is supposed to abort the rendering in PDFBox. We catch the exception back in our code and render the PDF as a full page bitmap using a BufferedImage instead. 

Current PDFBox trunk implementation swallows all exceptions that happen in PDFStreamEngine. For our purposes, a pluggable exception handler that can log all exceptions and re-throw UnsupportedOperationException would be perfect. A simple solution that works for me is shown in the attached patch.",,,,,,,,6/12/2014 6:35,,,,"3 years, 1 week, 4 days ago",,398770,,,Restricted to agents,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,398892,,,,,,,0|i1wnhr:
PDFBox,PDFBOX-2133,Parsing of a Type1 font fails with a NumberFormatException,Bug,Closed,Minor,Fixed,John Hewson,Petr Slaby,Petr Slaby,6/11/2014 13:28,,3/17/2016 19:08,6/12/2014 23:25,2.0.0,2.0.0,FontBox,,0,3,,,,,,,,,"When rendering the attached PDF, parsing of a font fails with a NumberFormatException. Many NullPointerExceptions and ""missing fonts"" are being reported then. The PDF rendered fine in our modified 1.7.x where fonts were read using AWT. I did not try with current 1.8.x. Stack traces are attached. 

Note: This is just a file from my test suite, not a production problem. I am not sure whether the parser or the PDF is wrong, but the fact that it renders fine in Acrobat and in 1.7.x indicates that the former is true. The offending font is F2, if I catch and ignore the runtime exception in PDResources#getFonts() then it is reported as missing in the PageDrawer.",,,,,,,,6/12/2014 16:45,,,,"3 years, 1 week, 2 days ago",,398781,,,Restricted to agents,,,,,,,,,,,3,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,398903,,,,,,,0|i1wnk7:
PDFBox,PDFBOX-2134,Parsing of a Type1 font fails with a NPE,Bug,Closed,Minor,Fixed,Unassigned,Petr Slaby,Petr Slaby,6/11/2014 13:56,,3/17/2016 19:07,6/13/2014 0:17,2.0.0,2.0.0,FontBox,,0,4,,,,,,,PDFBOX-2135,,"In the attached example, a NPE is thrown in Type1Parser#parseASCII(). The file renders fine in Acrobat and in PDFBox 1.7.x where the font was interpreted using AWT. It seems that the encoding dictionary is missing in the font, but I do not know enough about Type1 font syntax to really understand the problem. 

Note: This is just a file from my test suite, not a production problem. I do not know whether the parser or the PDF is wrong, I just know that it ""worked before"".",,,,,,,,6/11/2014 16:49,,,,"3 years, 1 week, 4 days ago",,398787,,,Restricted to agents,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,398909,,,,,,,0|i1wnlj:
PDFBox,PDFBOX-2135,Parsing of a Type1 font fails with a ClassCastException,Bug,Closed,Minor,Fixed,John Hewson,Petr Slaby,Petr Slaby,6/11/2014 14:25,,3/17/2016 19:26,6/13/2014 0:10,2.0.0,2.0.0,FontBox,,0,3,,,,,,,"PDFBOX-2137, PDFBOX-2134",,"A ClassCastException is reported in Type1CharStringParser while rendering the attached PDF. The PDF was rendered correctly in 1.7.x where the fonts were read using AWT, I did not try with latest 1.8.x. 

Note: The PDF is just one of my test suite files, not a production problem. I am not sure whether the PDF or the parser is wrong, but I assume the later as Acrobat and PDFBox 1.7.x (AWT) are able to read it correctly.",,,,,,,,6/12/2014 16:35,,,,"3 years, 1 week, 4 days ago",,398792,,,Restricted to agents,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,398914,,,,,,,0|i1wnmn:
PDFBox,PDFBOX-2136,Use the Type1Parser to extract the encoding,Improvement,Closed,Major,Fixed,Andreas Lehmkühler,Andreas Lehmkühler,Andreas Lehmkühler,6/11/2014 17:24,,3/17/2016 19:07,6/11/2014 17:28,2.0.0,2.0.0,PDModel,,0,1,,,,,,,,,PDType1Font#getEncodingFromFont implements its own type1 parser instead of using the new Type1Parser coming with fontbox,,,,,,,,,,,,"3 years, 1 week, 5 days ago",,398833,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,398955,,,,,,,0|i1wnvr:
PDFBox,PDFBOX-2137,Rendering of Type3 string fails with NPE,Bug,Closed,Major,Fixed,Andreas Lehmkühler,Petr Slaby,Petr Slaby,6/11/2014 20:43,,3/17/2016 19:38,6/13/2014 0:22,2.0.0,2.0.0,Rendering,,0,3,,,,,,,PDFBOX-2135,,"Rendering of the attached PDF fails with a NPE in PDFStreamEngine at the line 395 (float spaceWidthDisp = ...) because the textMatrix field is null. The reason is that the textMatrix gets reset while processing the first character of the string in PageDrawer#drawType3String(). The attached patch fixes the problem, but I am not quite sure whether it is the right solution. 

To debug this, set a breakpoint in PDFStreamEngine#processEncodedText() with the condition ""string.length == 2 && string[1] == 67"" and watch the textMatrix field vanish after the first character has been processed.",,,,,,,,6/12/2014 16:34,,,,"3 years, 1 week, 4 days ago",,398888,,,Restricted to agents,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,399010,,,,,,,0|i1wo7j:
PDFBox,PDFBOX-2138,Corrupted words when using PDFTextStripper,Bug,Open,Major,Unresolved,Unassigned,Walter Kehl,Walter Kehl,6/12/2014 8:44,,3/25/2017 18:09,,"1.8.5, 1.8.6, 2.0.0",3.0.0,Text extraction,,0,2,,,,,,,,Windows 7 / 64 bit,">> I am using PDFTextStripper (embedded into another application) to get 
>> the raw text of PDFs so far with good results but recently a PDF file 
>> has appeared where the output of the PDFTextStripper was corrupted. I 
>> got sentences like: 
>> 
>> 
>> 
>> ""There is al o con ern that b nkers may be pushed to misprice risk 
>> (No. 6) by the pres ures of c mpetition and an abunda ce of central b 
>> nk-provided liquidity."" 

> Additionally some portions of text appear 
> twice in the output: first correctly and then corrupted. I have 
> attached an output created with PDFBox's command line options. 
> If you compare lines 357- 365 with lines 421-429 you see that it is 
> the same paragraph, first ok and then with characters missing. In the 
> original source this paragraph is unique. 
> The same seems to happen for the other instances where text is corrupted. 

I also tried it directly on the command line with the same results: input and output files are attached. 

",,,,,,,,6/12/2014 11:22,,,,"2 years, 19 weeks, 5 days ago",,399018,,,Restricted to agents,,,,,,,,,,,4,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,399135,,,,,,,0|i1woyn:
PDFBox,PDFBOX-2139,German Umlaute (mutated vowel) are rendered incorrect,Bug,Closed,Major,Duplicate,Unassigned,Julian Ivancsuk,Julian Ivancsuk,6/12/2014 12:30,,6/13/2014 0:32,6/13/2014 0:32,2.0.0,,"FontBox, Rendering",,0,3,,,,,,,PDFBOX-1740,,"German Umlate, specifically the 2 dots on top of the characters, are not rendered correctly after loading a PDDocument and creating a postscriptfile with the resulting ByteArrayOutputStream. 

I use a 2.0 nightbuild. 

{code:title=PDFService.java|borderStyle=solid} 
private ByteArrayOutputStream pdf2ps(byte[] pdf) throws PrinterException, IOException { 
DocFlavor flavor = DocFlavor.SERVICE_FORMATTED.PRINTABLE; 
String psMimeType = DocFlavor.BYTE_ARRAY.POSTSCRIPT.getMimeType(); 
StreamPrintServiceFactory[] factories = StreamPrintServiceFactory 
.lookupStreamPrintServiceFactories(flavor, psMimeType); 
PDDocument doc = PDDocument.load(new ByteArrayInputStream(pdf), false); 
ByteArrayOutputStream bout = new ByteArrayOutputStream(); 
// Use the first service available 
PrintService sps = factories[0].getPrintService(bout); 

// Define paper size 
PrintRequestAttributeSet aset = new HashPrintRequestAttributeSet(); 
aset.add(MediaSizeName.ISO_A4); 

PrinterJob pjob = PrinterJob.getPrinterJob(); 
pjob.setPrintService(sps); 


PDFPrinter printer = new PDFPrinter(doc, Scaling.ACTUAL_SIZE, Orientation.AUTO); 
printer.silentPrint(pjob); 

doc.close(); 

return bout; 
} 
{code} 


",,,,,,,,6/12/2014 13:46,,,,"3 years, 1 week, 4 days ago",,399057,,,Restricted to agents,,,,,,,,,,,3,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,399174,,,,,,,0|i1wp7b:
PDFBox,PDFBOX-2140,non embedded Type1 symbol glyph not rendered,Bug,Closed,Major,Fixed,John Hewson,Tilman Hausherr,Tilman Hausherr,6/13/2014 7:24,,3/17/2016 19:07,8/30/2014 2:54,2.0.0,2.0.0,Rendering,,0,2,,,,,,,"PDFBOX-2037, PDFBOX-2149, PDFBOX-2220",,"The first page of the file from PDFBOX-2133 is missing its ""TM"".",,,,,,,type1font,6/14/2014 21:24,,,,"2 years, 42 weeks, 3 days ago",,399247,,,Restricted to agents,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,399357,,,,,,,0|i1wqbj:
PDFBox,PDFBOX-2141,Shading not applied to text,Bug,Closed,Minor,Fixed,Unassigned,Petr Slaby,Petr Slaby,6/13/2014 11:57,,9/19/2014 14:40,6/24/2014 20:55,"1.8.5, 1.8.6, 1.8.7, 2.0.0","1.8.7, 2.0.0",Rendering,,0,4,,,,,,,PDFBOX-1936,,"The attached PDF draws a text filled with horizontal shading going from red to blue. When rendered via PDFBox, the text is completely filled with red. The problem is that AxialShadingContext#getRaster() gets called with positions that completely fell outside of the range stored in its coords[] field. The fix seems to be to set glyph transform rather than graphics2d transform in PageDrawer#writeText() as shown in the attached patch.",,,,,,,,6/13/2014 13:35,,,,"2 years, 51 weeks, 6 days ago",,399289,,,Restricted to agents,,,,,,,,,,,14,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,399399,,,,,,,0|i1wqkv:
PDFBox,PDFBOX-2142,some /ICCBased colorspaces not rendered correctly,Bug,Open,Major,Unresolved,Unassigned,Tilman Hausherr,Tilman Hausherr,6/14/2014 13:25,,2/2/2015 18:32,,2.0.0,,Rendering,,0,2,,,,,,,PDFBOX-1997,,"I have created a test file from PostScript to show that -CIELAB and XYZ- some colors are different when rendered by PDFBox. 

Btw the RGB colors in the file have no meaning, nor do the colors have a relationship between each others, i.e. they do not have to look identical to any other color anywhere. 

The postscript file was created based on files by [James Cloos|http://jhcloos.com/PostScript/].",,,,,,,,6/14/2014 17:17,,,,"2 years, 20 weeks ago",,399447,,,Restricted to agents,,,,,,,,,,,3,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,399556,,,,,,,0|i1wrj3:
PDFBox,PDFBOX-2143,Unable to add png file in to pdf,Bug,Closed,Major,Cannot Reproduce,Unassigned,Suresh Dhanapal,Suresh Dhanapal,6/16/2014 12:56,,6/22/2014 16:40,6/22/2014 16:40,,,,,0,2,,,,,,,,,"I am trying to draw png file in to pdf, I am getting out of memory error. 
Could you suggest me how to resolve?",,,,,,,,6/16/2014 14:41,,,,"3 years, 1 day ago",,399603,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,399712,,,,,,,0|i1wshj:
PDFBox,PDFBOX-2144,Provide a pluggable font manager,Improvement,Closed,Major,Fixed,John Hewson,Petr Slaby,Petr Slaby,6/16/2014 13:32,,3/17/2016 19:06,8/30/2014 2:54,,2.0.0,Rendering,,1,4,,,,,,,,,"Our J2EE application has all fonts and resources configured and stored in its database. No files are accessed directly from file system or from system environment. To make PDFBox compatible with this philosophy, we need the FontManager in pdfbox and fontbox to be pluggable, e.g. as shown in the attached patch. 

The proposal defines a FontManager interface and default implementation which is the original one. FontManager then needs to be configured on and propagated from PDFStreamEngine and PageDrawer. It should also be configurable on PDFRenderer, which is not shown in the patch. There I would suggest to introduce a configuration object which would take care about all the current and future options of PDFRenderer. 
",,,,,,,,6/16/2014 20:26,,,,"2 years, 42 weeks, 4 days ago",,399607,,,Restricted to agents,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,399716,,,,,,,0|i1wsif:
PDFBox,PDFBOX-2145,Clean up PDFStreamEngine and PDFTextStripper,Improvement,Closed,Minor,Fixed,John Hewson,John Hewson,John Hewson,6/17/2014 5:08,,3/17/2016 19:26,6/17/2014 5:17,2.0.0,2.0.0,Text extraction,,0,5,,,,,,,,,"PDFStreamEngine and PDFTextStripper don't really meet our coding conventions and have several unused methods and deprecated code which can safely be removed. 

This should clear the way to fixing some bugs in PDFStreamEngine, PDFTextStripper and the various PDFont classes related to text encoding.",,,,,,,,6/17/2014 19:22,,,,"2 years, 34 weeks, 2 days ago",,399784,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,399892,,,,,,,0|i1wtlj:
PDFBox,PDFBOX-2146,remove unused imports / fix imports,Improvement,Closed,Trivial,Fixed,Tilman Hausherr,Tilman Hausherr,Tilman Hausherr,6/18/2014 14:31,,3/17/2016 19:08,6/18/2014 15:50,2.0.0,2.0.0,,,0,1,,,,,,,,,,,,,,,,,,,,,"3 years, 5 days ago",,400420,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,400519,,,,,,,0|i1wxgv:
PDFBox,PDFBOX-2147,"Clean up code with ""inspect and transform""",Bug,Closed,Minor,Fixed,Tilman Hausherr,Tilman Hausherr,Tilman Hausherr,6/18/2014 16:42,,3/17/2016 19:07,7/27/2014 6:16,2.0.0,2.0.0,,,0,3,,,,,,,,,"I'm doing some code clean up with Netbeans ""Inspect and Transform"" feature. (Which I already used for PDFBOX-2146)",,,,,,,,7/11/2014 20:55,,,,"2 years, 47 weeks, 2 days ago",,400451,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,400550,,,,,,,0|i1wxnj:
PDFBox,PDFBOX-2148,Handle the Fully Qualified Name of duplicate fields better,Improvement,Closed,Minor,Fixed,Maruan Sahyoun,Gilad Denneboom,Gilad Denneboom,6/18/2014 20:30,,3/17/2016 19:07,2/5/2015 22:37,1.8.5,2.0.0,"AcroForm, PDModel",,0,4,,,,,,,,,"When there are multiple copies with the same field name, the getFullyQualifiedName for each kid in the list of PDField objects returns the name of the parent, followed by "".null"". So if the parent field is called ""Button2"" and it has 4 instances the result of printing out all the names will be: 
Button2.null 
Button2.null 
Button2.null 
Button2.null 

Acrobat names these widgets using consecutive numbers, like so: 
Button2.0 
Button2.1 
Button2.2 
Button2.3 

I had a look at the PDF ISO documentation regarding Field Names (12.7.3.2, p. 434) and this convention is not mentioned there, but it might be a good idea to use it anyway, no? 

I'm attaching a sample code snippet and a PDF that show this issue.",,,,,,,,10/11/2014 0:05,,,,"2 years, 19 weeks, 4 days ago",,400521,,,Restricted to agents,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,400616,,,,,,,0|i1wy1z:
PDFBox,PDFBOX-2149,Font Refactoring,Improvement,Closed,Major,Fixed,John Hewson,John Hewson,John Hewson,6/18/2014 20:39,,3/17/2016 19:07,8/30/2014 2:51,2.0.0,2.0.0,"FontBox, PDModel",,0,5,,,,,,,"PDFBOX-2140, PDFBOX-2169, PDFBOX-2195, PDFBOX-2200, PDFBOX-2213, PDFBOX-2210, PDFBOX-2220",,"To fix bugs such as PDFBOX-2140 and to enable Unicode TTF embedding we need to sort out long-standing font/text encoding issues. The main issue is that encoding is done in an ad-hoc manner, sometimes in the PDFont subclasses, sometimes elsewhere. For example TTFGlyph2D does its own decoding, and this code is copy & pasted into PDTrueTypeFont. Likewise, PDFont handles CMaps and Encodings despite the fact that these two encoding methods are mutually exclusive. The end result is that the process of reading Encodings/CMaps is often following rules which are completely invalid for that font type but mostly work by luck. 

Phase 1 

- Refactor PDFont subclasses to remove setXXX methods which allow the object to be corrupted. Proper use of inheritance can remove all cases where public setXXX methods are used during font loading. 

- Clean up TTF loading and the loadTTF in anticipation of Unicode TTF embedding, FontBox's TrueTypeFont class is externally mutable via setXXX methods used only by TTFParser: these can be made package-private. 

- the Encoding class and EncodingManager could do with some cleaning up prior to further refactoring. 

- PDSimpleFont does not do anything, its functionality should be moved into its superclass, PDFont. 

- PDFont#determineEncoding() loads CMaps when only Encodings are applicable, and vice versa. Loading needs to be pushed down into the appropriate subclasses, as a starting point the relevant code should at least be copied into the relevant subclasses ready for further refactoring. 

- TTFGlyph2D does its own decoding of char codes, rather than using the font's #encode method (fair enough because #encode is broken) and there's a copy and pasted version of the same code in PDTrueTypeFont - we need to consolidate this code into PDTrueTypeFont where it belongs. 

Phase 2 

- Refactor loading of CMaps and Encodings from font dictionaries, this will involve changes to PDFont and its subclasses to delegate loading to subclasses where it can be properly encapsulated 

- May need to alter the class hierarchy w.r.t CIDFont to facilitate this, as CIDFont isn't really a PDFont - it's parent Type0 font is responsible for its CMap. We'll see. 

Phase 3 

- Refactor the decoding of character codes by PDFont and its subclasses, this will involve replacing the #getCodeFromArray, #encode and #encodeToCID methods. 

- Fix decoding of content stream character codes in PDFStreamEngine, using the newly refactored PDFont and using the current font's CMap to determine the code width. 
",,,,,,,,6/18/2014 22:10,,,,"2 years, 42 weeks, 3 days ago",,400525,,,Restricted to agents,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,400620,,,,,,,0|i1wy2v:
PDFBox,PDFBOX-2150,Add Travis CI configuration file,Improvement,Closed,Minor,Fixed,Unassigned,John Hewson,John Hewson,6/19/2014 2:18,,2/6/2015 0:22,6/19/2014 19:57,,,,,0,2,,,,,,,,,"The Apache Foundation has a Travis CI account, by adding a .travis.yml configuration file we can get continuous integration builds at https://travis-ci.org/apache/pdfbox. 

This should speed things up a bit when Jenkins isn't working or has a 10 minute queue. Obviously the Jenkins build is what counts, but Travis CI gives us a way to get faster notice of failures.",,,,,,,,2/6/2015 0:22,,,,"2 years, 19 weeks, 4 days ago",,400593,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,400687,,,,,,,0|i1wyhr:
PDFBox,PDFBOX-2151,Replace log4j with commons logging,Improvement,Closed,Minor,Fixed,Tilman Hausherr,Tilman Hausherr,Tilman Hausherr,6/19/2014 5:34,,9/19/2014 14:40,6/22/2014 16:32,"1.8.6, 1.8.7, 2.0.0","1.8.7, 2.0.0",Preflight,,0,2,,,,,,,PDFBOX-1590,,"Suggested by Simon Steiner on the dev list: ""Should pdfbox move few bits of log4j to commons logging?""",,,,,,,,6/19/2014 12:05,,,,"3 years, 4 days ago",,400608,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,400702,,,,,,,0|i1wyl3:
PDFBox,PDFBOX-2152,Unable to print the PDF with Acrobat shrink to fit print,Improvement,Closed,Minor,Won't Fix,John Hewson,senthuran,senthuran,6/19/2014 8:27,,7/3/2014 2:07,7/3/2014 2:07,2.0.0,2.0.0,Rendering,,0,2,,,,,,,,,"Could you please create an enhancement for pdfbox 2.0 to make the default scaling to actual size. Current default is shrink to fix and its not matching with the acrobat shrink to fit print, pdfbox one is too small than adobe acrobat.",,,,,,,,6/19/2014 19:39,,,,3 years ago,,400634,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,400728,,,,,,,0|i1wyqv:
PDFBox,PDFBOX-2153,Setting the correct clipping path for shading,Bug,Closed,Major,Fixed,Tilman Hausherr,Tilman Hausherr,Tilman Hausherr,6/20/2014 7:01,,9/19/2014 14:40,6/22/2014 16:29,"1.8.5, 1.8.6, 1.8.7, 2.0.0","1.8.7, 2.0.0",Rendering,,0,3,,,,,,,"PDFBOX-1451, PDFBOX-1947",,"While doing tests with the file eci_altona-test-suite-v2_technical_H.pdf (uncompressed) of PDFBOX-1915 I noticed that by removing a ""W"" (modifies the clipping region) operator of a type 7 shading I got a lot more correct shadings (type 6 and lower). It looked like PDFBox had been using the clipping of the type 7 when drawing the type 6, which is just a rectangle above in that rendering. This resulted in a blank. 

By adding 
{code} 
graphics.setClip(getGraphicsState().getCurrentClippingPath()); 
{code} 
in PageDrawer.shfill() just before the graphics.fill() I get several files to render correctly that I hadn't before. 

(Setting null will probably do the same, didn't test that yet). 

The following PDFs are rendered correctly with the change: 
McAfee-ShadingType7.pdf 
eci_altona-test-suite-v2_technical_H.pdf 
crestron-p9.pdf (these three found in PDFBOX-1915) 
PDFBOX-1451.pdf (""alfresco"") 
PDFBOX-1940.pdf (""chart"") 
PDFBOX-1861-tracemonkey.pdf p.11 

Not solved by the change: 
PDFBOX-2098-asyTUG.pdf p.6 (this one doesn't use shfill) 
PDFBOX-1861-tracemonkey.pdf p.6 (not shading) 
PDFBOX-1416.pdf (not shading) 
texample-rgb-triangle.pdf (John has an explanation about that one) 

WDYT? Is there any reason NOT to set the clipping path in PageDrawer.shFill() ?",,,,,,,"shading, shadingpattern",6/20/2014 8:55,,,,"3 years, 2 days ago",,400906,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,400991,,,,,,,0|i1x0db:
