Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Existing GitBox Approval,Blogs - Username,Protected Branch,Blogs - Email Address,GitHub Options,Docs Text,Git Repository Import Path,New-TLP-TLPName,Release Note,Hadoop Flags,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Tags,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,External issue ID,Machine Readable Info,External issue URL,Flags,Rank
Avro,AVRO-345,Optimization for ResolvingDecoder,Improvement,Closed,Major,Fixed,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,1/16/2010 12:08,,3/1/2010 17:09,1/19/2010 14:31,,1.3.0,java,,0,1,,,,,,,,,"If the writer's and reader's schema are records, we allow the order of fields to be different in them. The ResolvingDecoder returns the fields in the writer's order. This is to avoid buffering. The current implementation uses FieldAdjust action on the parser stack. The number of such action symbols is equal to the number of reader fields. This causes performance problem because the number of calls to advance() is almost double compared to the number of calls in ValidatingDecoder. 

This patch replaces the FieldAdjustAction symbols with FieldOrderAction symbols. We have FieldOrderActions one per record, which is expected to be much smaller than the number of fields. Though it changes the API for ResolvingDecoder slightly, there is no impact because we do not have any users yet. 

I see a 10-15% improvement in my computer with Perf -S.",,,,,,,,1/18/2010 18:26,,,,"7 years, 25 weeks, 1 day ago",,94672,,,Restricted to agents,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79724,,,,,,,,0|i0dzrj:
Avro,AVRO-346,Add function to validate a datum against a schema,New Feature,Closed,Major,Fixed,Matt Massie,Matt Massie,Matt Massie,1/18/2010 5:07,,3/1/2010 17:09,1/18/2010 5:35,,1.3.0,c,,0,1,,,,,,,,,"This patch adds a new function 

{code} 
int schema_datum_validate (avro_schema_t expected_schema, avro_datum_t datum); 
{code} 

which validates a datum against a schema. Having this function will allow me to start on the datum write path. 

This patch also includes minor documentation updates, code cleanup, and changes all double tail queue macros to single tail queue.",,,,,,,,,,,,"7 years, 25 weeks, 3 days ago",,94673,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79725,,,,,,,,0|i0dzrr:
Avro,AVRO-347,Add the --unsafe flag to asciidoc in order to include source/header files,Bug,Closed,Major,Fixed,Matt Massie,Matt Massie,Matt Massie,1/18/2010 5:44,,3/1/2010 17:09,1/18/2010 5:50,,1.3.0,c,,0,0,,,,,,,,,The C documentation includes header/source files in the generation of documentation. Unless you pass the --unsafe flag to asciidoc is will not allow you to include files outside of the directory you are building docs in.,,,,,,,,,,,,"7 years, 25 weeks, 3 days ago",,94674,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79726,,,,,,,,0|i0dzrz:
Avro,AVRO-348,Avro ivy dependencies include/propagate too many JARs,Bug,Closed,Minor,Duplicate,Unassigned,Steve Loughran,Steve Loughran,1/18/2010 15:33,,3/12/2011 0:32,12/16/2010 1:03,1.2.0,1.5.0,build,,1,0,,,,,,,"AVRO-238, HADOOP-6800",,"I've been tracking down why my RPM build is failing due to an unexpected ant-1.6.5 JAR file, amongst others; the root cause appears to be avro is over-declaring its dependencies. 

# The dependency on slf4j-simple is causing the problem in hadoop-* projects with >1 SLF4J back end on the classpath. 
# paranamer-ant is pulling in Ant 1.6.5 
# paranamer depends on paranamer-generator and hence qdox, which isn't likely to be needed at run time 
",,,,,,,,1/18/2010 15:35,,,,"6 years, 30 weeks ago",,4216,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79727,,,,,,,,0|i0dzs7:
Avro,AVRO-349,Make C++ builds work post AVRO-163,Improvement,Closed,Major,Fixed,Scott Banachowski,Scott Banachowski,Scott Banachowski,1/18/2010 23:55,,3/1/2010 17:09,2/16/2010 21:36,,1.3.0,,,0,1,,,,,,,,,"This makes the c++ builds work with the top-level build by doing the the following: 

for build.sh test: 
this will build the c++ code and run its unit tests (all build artifacts are written in to build/c++/ ) 

for build.sh dist: 
this will build the html documentation, and copies the documentation to build/doc/cpp. 
it also builds a dist tarball that contains the c++ code, and copies it to dist/avro-cpp-$version.tgz 

for build.sh clean: 
this removes build/c++ 

Is this in-line with what is expected after AVRO-163? Please let me know if there are some things I overlooked. 

",,,,,,,,1/20/2010 2:14,,,,"7 years, 25 weeks ago",,94675,,,Restricted to agents,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79728,,,,,,,,0|i0dzsf:
Avro,AVRO-350,AVRO-278 NPE on GenericData.Record.get(String) for a field that doesn't exist,Sub-task,Closed,Major,Fixed,Kevin Oliver,Kevin Oliver,Kevin Oliver,1/19/2010 17:44,,3/1/2010 17:09,2/2/2010 22:52,1.3.0,1.3.0,java,,0,1,,,,,,,,,"After the change in AVRO-278 to use arrays, GenericData.Record.get() gives an NPE if you ask for a field that doesn't exist in the schema.",,,,,,,,1/19/2010 18:49,,,,"7 years, 23 weeks, 1 day ago",,94676,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79729,,,,,,,,0|i0dzsn:
Avro,AVRO-351,Shorten induce tool description; add check to avoid overly verbose descriptions.,Improvement,Closed,Major,Fixed,Philip Zeyliger,Philip Zeyliger,Philip Zeyliger,1/19/2010 17:59,,12/13/2011 19:06,1/19/2010 19:59,,1.3.0,java,,0,0,,,,,,,,,avro-tools produced help that was longer than 80 characters; quick fix.,,,,,,,,1/19/2010 18:26,,,,"7 years, 25 weeks, 1 day ago",,94677,,,Restricted to agents,,,,,,,,,,,,Reviewed,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79730,,,,,,,,0|i0dzsv:
Avro,AVRO-352,Incorrect binary encoding for strings and bytes,Bug,Closed,Major,Fixed,Matt Massie,Matt Massie,Matt Massie,1/19/2010 21:04,,3/1/2010 17:09,1/19/2010 21:14,,1.3.0,c,,0,0,,,,,,,,,This patch fixes a bug in the binary encoding of strings and bytes. It also adds complete unit test coverage for Avro primitives.,,,,,,,,,,,,"7 years, 25 weeks, 1 day ago",,94678,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79731,,,,,,,,0|i0dzt3:
Avro,AVRO-353,Publish the C API to avro-doc package when 'dist' target run,Improvement,Closed,Major,Fixed,Matt Massie,Matt Massie,Matt Massie,1/19/2010 21:36,,3/1/2010 17:09,1/19/2010 21:40,,1.3.0,c,,0,0,,,,,,,,,This is a small update to the build.sh script for C which ensure that the C API documentation is included in the avro-doc package when the 'dist' target it run.,,,,,,,,,,,,"7 years, 25 weeks, 1 day ago",,94679,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79732,,,,,,,,0|i0dztb:
Avro,AVRO-354,Performance improvement to BinaryDecoder.readInt(),Improvement,Closed,Minor,Fixed,Kevin Oliver,Kevin Oliver,Kevin Oliver,1/19/2010 21:41,,3/1/2010 17:09,1/26/2010 15:28,1.3.0,1.3.0,java,,0,2,,,,,,,,"koliver@koliver-ws4:~$ uname -a 
Linux koliver-ws4 2.6.24-26-generic #1 SMP Tue Dec 1 17:55:03 UTC 2009 x86_64 GNU/Linux 
","Able to get a 3-7% improvement on Perf -i by creating a specialized version of BinaryDecoder.readInt() that uses the same code as readLong() but uses ints instead of long for all its math and bit arithmetic. 

The performance improvement is larger on a 32-bit VM (around 7%) than on a 64-bit VM (around 3%).",,,,,,,,1/22/2010 0:34,,,,"7 years, 24 weeks, 1 day ago",,94680,,,Restricted to agents,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79733,,,,,,,,0|i0dztj:
Avro,AVRO-355,io.Perf test harness uses different random number seeds for each run,Bug,Closed,Minor,Fixed,Kevin Oliver,Kevin Oliver,Kevin Oliver,1/19/2010 21:50,,3/1/2010 17:09,1/25/2010 9:00,1.3.0,1.3.0,java,,0,0,,,,,,,,,Each java.math.Random that is created in io.Perf uses the default seed which is based on the current time of your environment. This makes comparing two different runs of the tool less comparable as it varies the number of multi-byte variable length encoded numbers that are generated from run to run.,,,,,,,,1/19/2010 21:58,,,,"7 years, 24 weeks, 2 days ago",,94681,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79734,,,,,,,,0|i0dztr:
Avro,AVRO-356,"RAT fails with ""Unknown license"" error",Bug,Closed,Major,Fixed,Doug Cutting,Matt Massie,Matt Massie,1/20/2010 1:49,,3/1/2010 17:09,1/20/2010 1:53,,1.3.0,build,,0,0,,,,,,,,,,,,,,,,,,,,,"7 years, 25 weeks, 1 day ago",,94682,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79735,,,,,,,,0|i0dztz:
Avro,AVRO-357,"Adding --codec option to ""fromjson"" DataFileWriter tool.",Improvement,Open,Major,Unresolved,Philip Zeyliger,Philip Zeyliger,Philip Zeyliger,1/20/2010 6:58,,1/21/2010 22:51,,,,java,,0,2,,,,,,,,,Patch to follow exposes codecs to tools. This depends on AVRO-135.,,,,,,,,1/21/2010 22:51,,,,"7 years, 24 weeks, 6 days ago",,94683,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79736,,,,,,,,0|i0dzu7:
Avro,AVRO-358,"Specify ""levels"" of Avro implementation in the spec",Improvement,Open,Major,Unresolved,Unassigned,Jeff Hammerbacher,Jeff Hammerbacher,1/20/2010 11:41,,6/4/2010 0:26,,,,spec,,0,3,,,,,,,AVRO-214,,"We've discussed on IRC having well-defined ""levels"" of implementation for the Avro spec, so that we can track the maturity of an implementation in each language. We should get to work on specifying these levels more precisely and writing them into the specification.",,,,,,,,6/1/2010 19:35,,,,"7 years, 5 weeks, 6 days ago",,94684,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79737,,,,,,,,0|i0dzuf:
Avro,AVRO-359,Add support for encoding/decoding arrays and maps,Improvement,Closed,Major,Fixed,Matt Massie,Matt Massie,Matt Massie,1/20/2010 21:45,,3/1/2010 17:09,1/20/2010 21:53,,1.3.0,c,,0,1,,,,,,,,,This patch adds support for encoding/decoding arrays and maps. It also updates unit tests and documentation.,,,,,,,,,,,,"7 years, 25 weeks ago",,94685,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79738,,,,,,,,0|i0dzun:
Avro,AVRO-360,Standardize on Linux coding style instead of GNU,Task,Closed,Major,Fixed,Matt Massie,Matt Massie,Matt Massie,1/20/2010 22:52,,3/1/2010 17:09,1/20/2010 22:58,,1.3.0,c,,0,1,,,,,,,,,"This patch is strictly a formatting change. 

I've added all the command-line options to indent instead of using the newer --linux flag since that flag was introduced in 2.2.10 and I want to work with older versions of indent. 

",,,,,,,,,,,,"7 years, 25 weeks ago",,94686,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79739,,,,,,,,0|i0dzuv:
Avro,AVRO-361,Specific Compiler fails to handle union with two fixed branches,Bug,Closed,Blocker,Fixed,Scott Carey,Scott Carey,Scott Carey,1/21/2010 2:18,,3/1/2010 17:09,2/2/2010 6:51,,1.3.0,java,,0,2,,,,,,,AVRO-362,,"The following record fails to compile with the specific compiler: 
{code} 
{""name"": ""ipAddr"", ""type"": ""record"", ""fields"":[ 
{""name"": ""addr"", ""type"": [ 
{""name"": ""IPv6"", ""type"": ""fixed"", ""size"": 16 }, 
{""name"": ""IPv4"", ""type"": ""fixed"", ""size"": 4 }] 
} 
] 
} 
{code} 

The stack trace is: 
{noformat} 
org.apache.avro.AvroRuntimeException: Ambiguous union: [{""type"":""fixed"",""name"":""IPv6"",""size"":16},{""type"":""fixed"",""name"":""IPv4"",""size"":4}] 
at org.apache.avro.Schema$UnionSchema.<init>(Schema.java:613) 
at org.apache.avro.Schema.parse(Schema.java:874) 
at org.apache.avro.Schema.parse(Schema.java:825) 
at org.apache.avro.Schema.parse(Schema.java:709) 
at org.apache.avro.specific.SpecificCompiler.compileSchema(SpecificCompiler.java:111)\ 
{noformat} 

This is on trunk: 

$ svn info 
Path: . 
URL: http://svn.apache.org/repos/asf/hadoop/avro/trunk/lang/java 
Repository Root: http://svn.apache.org/repos/asf 
Repository UUID: 13f79535-47bb-0310-9956-ffa450edef68 
Revision: 901469 


The code for UnionSchema in Schema.java has this constructor: 
{code} 
public UnionSchema(List<Schema> types) { 
super(Type.UNION); 
this.types = types; 
int seen = 0; 
for (Schema type : types) { // check legality of union 
switch (type.getType()) { 
case UNION: 
throw new AvroRuntimeException(""Nested union: ""+this); 
case RECORD: 
if (type.getName() != null) 
continue; 
default: 
int mask = 1 << type.getType().ordinal(); 
if ((seen & mask) != 0) 
throw new AvroRuntimeException(""Ambiguous union: ""+this); 
seen |= mask; 
} 
} 
} 
{code} 

That allows only one member of any type other than RECORD. The spec says: 
{quote} 
Unions may not contain more than one schema with the same 
type, except for the named types record, fixed and enum. 
{quote} 

The code above does not adhere to this. 

I am attaching a patch for only this code, but a unit test with a test schema that has two records, two fixed, and two enum in it as well as one of each of the unnamed types is probably necessary as well. I am not yet familiar with the test infrastructure. 
I am also not familiar with what else this may impact. 
",,,,,,,,1/21/2010 5:48,,,,"7 years, 23 weeks, 2 days ago",,94687,,,Restricted to agents,,,,,,,,,,,,Reviewed,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79740,,,,,,,,0|i0dzv3:
Avro,AVRO-362,Add test to ensure Python implementation handles Union schema with two fixed types of different names,Test,Closed,Major,Fixed,Jeff Hammerbacher,Jeff Hammerbacher,Jeff Hammerbacher,1/21/2010 3:26,,3/1/2010 17:09,1/21/2010 4:15,,1.3.0,python,,0,0,,,,,,,AVRO-361,,,,,,,,,,,,,,"7 years, 25 weeks ago",,94688,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79741,,,,,,,,0|i0dzvb:
Avro,AVRO-363,TestSchema had two tests disabled; new test for named schemas named after primitives.,Improvement,Closed,Major,Fixed,Philip Zeyliger,Philip Zeyliger,Philip Zeyliger,1/21/2010 6:24,,3/1/2010 17:09,1/21/2010 23:19,,1.3.0,java,,0,1,,,,,,,,,"Two tests were marked private and therefore not executed in TestSchema. One of these passed easily; the other needed a bit of an implementation fix (throw an exception on mismatched enums, which I think is the currently spec'd behavior). I also added a test (and then fixed functionality) to prevent records (and other named schema types) to be named after primitive types.",,,,,,,,1/21/2010 23:07,,,,"7 years, 24 weeks, 6 days ago",,94689,,,Restricted to agents,,,,,,,,,,,,Reviewed,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79742,,,,,,,,0|i0dzvj:
Avro,AVRO-364,Add support for encoding/decoding records,Improvement,Closed,Major,Fixed,Matt Massie,Matt Massie,Matt Massie,1/21/2010 19:10,,3/1/2010 17:09,1/22/2010 0:38,,1.3.0,c,,0,1,,,,,,,,,"This patch will add support for encoding/decoding records. 

It also breaks up datum.c into multiple source files datum.c datum_equal.c datum_read.c datum_write.c and datum_validate.c in order to make the code more manageable. 

",,,,,,,,,,,,"7 years, 24 weeks, 6 days ago",,94690,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79743,,,,,,,,0|i0dzvr:
Avro,AVRO-365,Extend RandomData to understand codecs,Improvement,Open,Minor,Unresolved,Unassigned,Philip Zeyliger,Philip Zeyliger,1/22/2010 1:12,,1/22/2010 1:23,,,,java,,0,1,,,,,,,,,"In AVRO-135, we added codecs for DataFileFormat; we should expose those through some of the interop testing.",,,,,,,,1/22/2010 1:23,,,,"7 years, 24 weeks, 6 days ago",,94691,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79744,,,,,,,,0|i0dzvz:
Avro,AVRO-366,Add FastLZ Codec,New Feature,Open,Minor,Unresolved,Unassigned,Jacob Rideout,Jacob Rideout,1/22/2010 8:07,,11/23/2010 5:46,,,,java,,1,2,,,,,,,"HADOOP-6349, AVRO-135",,It would be nice to have LZO/LZF/FastLZ compression codec support.,,,,,,,,1/22/2010 17:48,,,,"6 years, 33 weeks, 2 days ago",,94692,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79745,,,,,,,,0|i0dzw7:
Avro,AVRO-367,Complete memory management for the C implementation,Improvement,Closed,Major,Fixed,Matt Massie,Matt Massie,Matt Massie,1/22/2010 18:16,,3/1/2010 17:09,1/22/2010 19:04,,1.3.0,c,,0,0,,,,,,,,,"This patch completes memory management for the C implementation. 

* All schema and datum objects are now freed when dereferenced 
* Four new methods have been added {{avro_wrapstring}}, {{avro_wrapbytes}}, {{avro_givestring}}, and {{avro_givebytes}}. These new methods allow C developers to explicitly state if they want {{libavro}} to copy bytes/string (the default), ""wrap"" them with no memory management or ""give"" them to {{libavro}} to manage. This allows for less buffer copying when decoding data. 
* Issues with type punning have been resolved to prevent compiler warnings 
* The {{map}} and {{record}} data structures now implement management correctly. 
* A new valgrind test is added and runs during {{make check}} if valgrind is found on the build system. 

A future optimization will be to have a stack of allocated objects for each obj type instead of always using malloc() and free().",,,,,,,,,,,,"7 years, 24 weeks, 5 days ago",,94693,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79746,,,,,,,,0|i0dzwf:
Avro,AVRO-368,"Reserve avro.* in object container files, and rename existing reserved words.",Improvement,Closed,Blocker,Fixed,Philip Zeyliger,Philip Zeyliger,Philip Zeyliger,1/22/2010 18:31,,3/1/2010 17:09,1/26/2010 18:52,1.3.0,1.3.0,spec,,0,1,,,,,,,,,"We propose to move ""codec"", ""schema"", and ""sync"" into ""avro.codec"", ""avro.schema"", and ""avro.sync"", and furthermore reserve all avro.* names in the object container file specification. 

(Discussion was started in the thread ""Reserving more keywords in Avro Object Container Files?"" on avro-dev.)",,,,,,,,1/22/2010 19:03,,,,"7 years, 24 weeks, 1 day ago",,94694,,,Restricted to agents,,,,,,,,,,,,"Incompatible change, Reviewed",,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79747,,,,,,,,0|i0dzwn:
Avro,AVRO-369,Add support for encoding/decoding enum values,Improvement,Closed,Major,Fixed,Matt Massie,Matt Massie,Matt Massie,1/22/2010 20:50,,3/1/2010 17:09,1/22/2010 20:56,,1.3.0,c,,0,0,,,,,,,,,"This patch adds the read, write, validate and equal methods for enum values in the C implementation.",,,,,,,,,,,,"7 years, 24 weeks, 5 days ago",,94695,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79748,,,,,,,,0|i0dzwv:
Avro,AVRO-370,Add support for encoding/decoding fixed data,Improvement,Closed,Major,Fixed,Matt Massie,Matt Massie,Matt Massie,1/22/2010 22:30,,3/1/2010 17:09,1/22/2010 22:38,,1.3.0,c,,0,0,,,,,,,,,"This patch add fixed data support to the C implementation 

Just as with {{string}} and {{bytes}} processing, I have added two new methods: {{avro_wrapfixed}}, {{avro_givefixed}} to allow developers that freedom to decide how the bytes of memory are managed. {{avro_wrapfixed}} will not free the bytes when the fixed datum is dereferenced. {{avro_givefixed}} will free the bytes memory when dereferenced. {{avro_fixed}} will make a copy of the bytes. 

I also plugged a small potential memory leak issue that could occur because of IO errors.",,,,,,,,,,,,"7 years, 24 weeks, 5 days ago",,94696,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79749,,,,,,,,0|i0dzx3:
Avro,AVRO-371,Add support for encoding/decoding unions,Improvement,Closed,Major,Fixed,Matt Massie,Matt Massie,Matt Massie,1/23/2010 0:02,,3/1/2010 17:09,1/23/2010 0:07,,1.3.0,c,,0,0,,,,,,,,,"This patch provides support for encoding/decoding unions in the C implementation. 

",,,,,,,,,,,,"7 years, 24 weeks, 5 days ago",,94697,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79750,,,,,,,,0|i0dzxb:
Avro,AVRO-372,Rename genavro to something like AvroIDL,Task,Closed,Major,Fixed,Doug Cutting,Todd Lipcon,Todd Lipcon,1/23/2010 0:13,,9/8/2010 21:07,6/18/2010 19:19,,1.4.0,java,,1,2,,,,,,,,,"No one likes the name genavro. Let's rename to one of these: 
- AvroIDL (Interface Description Language) 
- AvroHDL (Highlevel Description Language) 
- AvroDL (Description Language) 

The abbreviation IDL might conjure up CORBA nightmares for people. Thoughts? 
",,,,,,,,1/23/2010 0:38,,,,"7 years, 3 weeks, 5 days ago",,94698,,,Restricted to agents,,,,,,,,,,,,Incompatible change,,,,,3,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79751,,,,,,,,0|i0dzxj:
Avro,AVRO-373,EOF detection broken in JsonDecoder,Bug,Closed,Major,Fixed,Thiruvalluvan M. G.,Doug Cutting,Doug Cutting,1/23/2010 6:01,,3/1/2010 17:09,1/26/2010 18:36,,1.3.0,java,,0,0,,,,,,,,,"We'd like it when EOF is encountered between objects to throw EOFException, while EOF encountered within an object to throw AvroTypeException. I think this was working, but it's not working at present. The following command fails: 

echo '{""greeting"":""Hello World!""}' | java -jar build/avro-tools-1.2.0-dev.jar fromjson '{""type"":""record"",""name"":""hello"",""fields"":[{""name"": ""greeting"", ""type"": ""string""}]}' - 
",,,,,,,,1/25/2010 10:00,,,,"7 years, 24 weeks, 1 day ago",,94699,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79752,,,,,,,,0|i0dzxr:
Avro,AVRO-374,After a fresh 'build.sh test' svn reports certain files modified in Ubuntu 9.10,Bug,Closed,Minor,Fixed,Scott Banachowski,Thiruvalluvan M. G.,Thiruvalluvan M. G.,1/24/2010 3:20,,3/1/2010 17:09,2/16/2010 21:25,,1.3.0,c++,,0,0,,,,,,,,,"After fresh checkout and a ""build.sh test"", svn says certain C++ related files as modified: 


{code} 
M lang/c++/configure 
M lang/c++/Makefile.in 
M lang/c++/config/depcomp 
M lang/c++/config/missing 
M lang/c++/config/config.guess 
M lang/c++/config/config.sub 
M lang/c++/config/ltmain.sh 
M lang/c++/config/install-sh 
M lang/c++/config/ylwrap 
M lang/c++/INSTALL 
M lang/c++/aclocal.m4 
{code} 

It appears that these files are generated during the build and they are platform-dependent. If so, they should not be checked in to svn.",,,,,,,,1/25/2010 18:45,,,,"7 years, 21 weeks, 4 days ago",,94700,,,Restricted to agents,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79753,,,,,,,,0|i0dzxz:
Avro,AVRO-375,Initializing uninizialized encoders fail,Bug,Closed,Major,Fixed,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,1/25/2010 3:18,,3/1/2010 17:09,1/26/2010 17:37,,1.3.0,java,,0,0,,,,,,,AVRO-385,,"If you construct an encoder with null as OutputStream and try to call init() with a valid OutputStream later, the code throws NullPointerException.",,,,,,,,1/26/2010 18:09,,,,"7 years, 24 weeks, 1 day ago",,94701,,,Restricted to agents,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79754,,,,,,,,0|i0dzy7:
Avro,AVRO-376,Example or two of data files for future compatibility testing,Test,Open,Minor,Unresolved,Unassigned,Philip Zeyliger,Philip Zeyliger,1/25/2010 21:31,,12/13/2011 19:06,,,,java,,0,2,,,,,,,,,"As AVRO-160 (file format) and AVRO-135 (compression) have settled down, I'd like to check in examples of data files with specific data in them, and write tests against those checked-in files. The current tests for data files rely on code to generate the files, and then read them back, which is perfect for testing that an AVRO version is self-consistent, but doesn't help if we accidentally break compatibility. (This test would fail, for example, if someone changed the metadata key for the schema, say.)",,,,,,,,,,,,"7 years, 24 weeks, 2 days ago",,94702,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79755,,,,,,,,0|i0dzyf:
Avro,AVRO-377,Add getters and setters for all Avro datum types,Improvement,Closed,Major,Fixed,Matt Massie,Matt Massie,Matt Massie,1/26/2010 0:25,,3/1/2010 17:09,1/26/2010 0:31,,1.3.0,c,,0,0,,,,,,,,,"This patch adds getters and setters for all Avro datum types. 

It also renames avro_int functions to avro_int32 and avro_long to avro_int64 in order to remove ambiguity (e.g. longs can be 32 or 64 bits depending).",,,,,,,,,,,,"7 years, 24 weeks, 2 days ago",,94703,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79756,,,,,,,,0|i0dzyn:
Avro,AVRO-378,Add example code to the C implementation and update documentation,Improvement,Closed,Major,Fixed,Matt Massie,Matt Massie,Matt Massie,1/26/2010 19:03,,3/1/2010 17:09,1/26/2010 19:07,,1.3.0,c,,0,0,,,,,,,,,"This patch adds some example code to help people understand the C API. It also fixes some memory leaks in record, map and array datatypes found while building the example.",,,,,,,,,,,,"7 years, 24 weeks, 1 day ago",,94704,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79757,,,,,,,,0|i0dzyv:
Avro,AVRO-379,Changed record getter/setter API to match other datatypes,Improvement,Closed,Major,Fixed,Matt Massie,Matt Massie,Matt Massie,1/26/2010 23:51,,3/1/2010 17:09,1/27/2010 0:00,,1.3.0,c,,0,0,,,,,,,,,"This patch changes the getter/setter methods for record to match the getter/setter methods of the other datatypes. 

It also fixes bugs in getting bytes and fixed data from datum and adds support for file-based avro readers/writers in prep for interop file work. 

",,,,,,,,,,,,"7 years, 24 weeks, 1 day ago",,94705,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,79758,,,,,,,,0|i0dzz3:
