class path,method name,method arguments,LOC,Cyclomatic
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,clone,RandomAccess,15,3
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,COSStream,RandomAccess,5,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,COSStream,"COSDictionary, RandomAccess",5,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,replaceWithStream,COSStream,8,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,getScratchFile,,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,getStreamTokens,,6,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,getFilteredStream,,12,2
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,getFilteredLength,,8,2
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,setFilteredLength,long,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,getFilteredLengthWritten,,8,2
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,getUnfilteredStream,,21,3
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,accept,ICOSVisitor,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,doDecode,,25,5
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,doDecode,"COSName, int",71,8
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,doEncode,,21,5
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,doEncode,"COSName, int",12,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,getFilters,,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,createFilteredStream,,8,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,createFilteredStream,COSBase,9,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,setFilters,COSBase,6,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,createUnfilteredStream,,8,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,close,,24,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\PDRange.java,PDRange,,7,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\PDRange.java,PDRange,COSArray,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\PDRange.java,PDRange,"COSArray, int",5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\PDRange.java,getCOSObject,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\PDRange.java,getCOSArray,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\PDRange.java,getMin,,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\PDRange.java,setMin,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\PDRange.java,getMax,,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\PDRange.java,setMax,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\GouraudShadingContext.java,GouraudShadingContext,"PDShadingResources, ColorModel, AffineTransform, Matrix, int, Rectangle",13,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\GouraudShadingContext.java,readVertex,"ImageInputStream, long, long, PDRange, PDRange, PDRange[], Matrix, AffineTransform",21,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\GouraudShadingContext.java,calcPixelTable,,6,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\GouraudShadingContext.java,dispose,,7,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\GouraudShadingContext.java,getColorModel,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\GouraudShadingContext.java,interpolate,"float, long, float, float",4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\GouraudShadingContext.java,getRaster,"int, int, int, int",56,10
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingType4.java,PDShadingType4,COSDictionary,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingType4.java,getShadingType,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingType4.java,getBitsPerFlag,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingType4.java,setBitsPerFlag,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\Vertex.java,Vertex,"Point2D, float[]",5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\Vertex.java,toString,,13,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\ShadedTriangle.java,ShadedTriangle,"Point2D[], float[][]",33,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\ShadedTriangle.java,calcDeg,Point2D[],10,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\ShadedTriangle.java,getDeg,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\ShadedTriangle.java,getBoundary,,15,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\ShadedTriangle.java,getLine,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\ShadedTriangle.java,contains,Point2D,24,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\ShadedTriangle.java,overlaps,"Point2D, Point2D",4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\ShadedTriangle.java,edgeEquationValue,"Point2D, Point2D, Point2D",5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\ShadedTriangle.java,getArea,"Point2D, Point2D, Point2D",5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\ShadedTriangle.java,calcColor,Point2D,28,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\ShadedTriangle.java,toString,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,PDShadingResources,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,PDShadingResources,COSDictionary,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,getCOSDictionary,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,getCOSObject,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,getType,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,setShadingType,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,getShadingType,,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,setBackground,COSArray,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,getBackground,,8,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,getBBox,,12,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,setBBox,PDRectangle,12,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,setAntiAlias,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,getAntiAlias,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,getColorSpace,,9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,setColorSpace,PDColorSpace,12,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,create,COSDictionary,32,8
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,setFunction,PDFunction,13,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,setFunction,COSArray,13,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,getFunction,,12,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,getFunctionsArray,,27,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,evalFunction,float,7,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDShadingResources.java,evalFunction,float[],31,6
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDTriangleBasedShadingType.java,PDTriangleBasedShadingType,COSDictionary,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDTriangleBasedShadingType.java,getBitsPerComponent,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDTriangleBasedShadingType.java,setBitsPerComponent,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDTriangleBasedShadingType.java,getBitsPerCoordinate,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDTriangleBasedShadingType.java,setBitsPerCoordinate,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDTriangleBasedShadingType.java,getDecodeValues,,8,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDTriangleBasedShadingType.java,setDecodeValues,COSArray,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\PDTriangleBasedShadingType.java,getDecodeForParameter,int,10,2
examples\src\main\java\org\apache\pdfbox\examples\persistence\CopyDoc.java,CopyDoc,,4,1
examples\src\main\java\org\apache\pdfbox\examples\persistence\CopyDoc.java,doIt,"String, String",31,4
examples\src\main\java\org\apache\pdfbox\examples\persistence\CopyDoc.java,main,String[],19,3
examples\src\main\java\org\apache\pdfbox\examples\persistence\CopyDoc.java,usage,,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,COSDocument,"RandomAccess, boolean",6,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,COSDocument,"File, boolean",6,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,COSDocument,,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,COSDocument,File,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,COSDocument,RandomAccess,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,getScratchFile,,12,2
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,createCOSStream,,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,createCOSStream,COSDictionary,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,getObjectByType,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,getObjectByType,COSName,32,7
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,getObjectsByType,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,getObjectsByType,COSName,33,7
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,print,,7,2
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,setVersion,float,8,2
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,getVersion,,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,setDecrypted,,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,isDecrypted,,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,isEncrypted,,9,2
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,getEncryptionDictionary,,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,getSignatureInterface,,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,setEncryptionDictionary,COSDictionary,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,getSignatureDictionaries,,14,3
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,getSignatureFields,boolean,30,7
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,getDocumentID,,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,setDocumentID,COSArray,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,setSignatureInterface,SignatureInterface,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,getCatalog,,9,2
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,getObjects,,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,getTrailer,,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,setTrailer,COSDictionary,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,accept,ICOSVisitor,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,close,,34,8
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,finalize,,11,3
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,setWarnMissingClose,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,getHeaderString,,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,setHeaderString,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,dereferenceObjectStreams,,20,4
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,getObjectFromPool,COSObjectKey,19,4
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,removeObject,COSObjectKey,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,addXRefTable,"Map<COSObjectKey, Long>",4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,getXrefTable,,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,setStartXref,long,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,getStartXref,,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,isXRefStream,,8,2
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,PDFParser,InputStream,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,PDFParser,"InputStream, RandomAccess",4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,PDFParser,"InputStream, RandomAccess, boolean",5,1
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,setTempDirectory,File,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,isContinueOnError,Exception,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,parse,,92,13
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,fixStreamsLength,,19,4
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,skipToNextObj,,27,4
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,parseHeader,,84,14
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,getDocument,,8,2
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,getPDDocument,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,getFDFDocument,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,parseObject,,163,27
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,addObjectToConflicts,"long, COSObjectKey, COSBase",9,1
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,parseStartXref,,15,3
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,parseXrefTable,long,72,13
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,parseTrailer,,28,4
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,readVersionInTrailer,COSDictionary,21,5
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,parseXrefStream,"COSStream, long",4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,parseXrefStream,"COSStream, long, boolean",11,2
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,tolerantConflicResolver,"Collection<Long>, long, int",18,4
pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFParser.java,clearResources,,14,3
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,COSWriter,OutputStream,8,1
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,COSWriter,"OutputStream, InputStream",6,1
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,prepareIncrement,PDDocument,32,6
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,addXRefEntry,COSWriterXRefEntry,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,close,,11,3
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,getNumber,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,getObjectKeys,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,getOutput,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,getStandardOutput,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,getStartxref,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,getXRefEntries,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,setNumber,long,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,setOutput,OutputStream,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,setStandardOutput,COSStandardOutputStream,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,setStartxref,long,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,doWriteBody,COSDocument,32,6
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,addObjectToWrite,COSBase,35,7
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,doWriteObject,COSBase,36,5
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,doWriteHeader,COSDocument,8,1
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,doWriteTrailer,COSDocument,19,3
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,doWriteXRef,COSDocument,47,6
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,doWriteXRefInc,"COSDocument, long",48,7
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,doWriteSignature,COSDocument,43,6
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,writeXrefRange,"long, long",7,1
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,writeXrefEntry,COSWriterXRefEntry,11,2
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,getXRefRanges,List<COSWriterXRefEntry>,33,5
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,getObjectKey,COSBase,28,6
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,visitFromArray,COSArray,70,11
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,visitFromBoolean,COSBoolean,12,2
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,visitFromDictionary,COSDictionary,89,13
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,visitFromDocument,COSDocument,48,8
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,visitFromFloat,COSFloat,12,2
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,visitFromInt,COSInteger,12,2
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,visitFromName,COSName,12,2
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,visitFromNull,COSNull,12,2
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,writeReference,COSBase,16,2
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,visitFromStream,COSStream,64,8
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,visitFromString,COSString,19,3
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,write,COSDocument,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,write,PDDocument,86,16
pdfbox\src\main\java\org\apache\pdfbox\util\operator\pagedrawer\FillEvenOddRule.java,process,"PDFOperator, List<COSBase>",12,2
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,PageDrawer,,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,drawPage,"Graphics, PDPage, Dimension",48,8
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,dispose,,7,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,processTextPosition,TextPosition,62,7
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,getGraphics,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,getPage,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,getPageSize,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,fixY,double,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,getLinePath,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,setLinePath,GeneralPath,11,2
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,fillPath,int,30,4
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,setStroke,BasicStroke,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,getStroke,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,calculateStroke,,33,6
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,strokePath,,22,3
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,colorChanged,boolean,3,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,transformedPoint,"double, double",8,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,setClippingPath,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,setClippingWindingRule,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,endPath,,22,3
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,drawImage,"Image, AffineTransform",6,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,SHFill,COSName,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,shFill,COSName,39,8
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,SHFill_Function,PDShading,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,SHFill_Axial,PDShading,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,SHFill_Radial,PDShading,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,SHFill_FreeGourad,PDShading,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,SHFill_LatticeGourad,PDShading,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,SHFill_CoonsPatch,PDShading,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,SHFill_TensorPatch,PDShading,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdfviewer\PageDrawer.java,transformWidth,float,11,2
fontbox\src\main\java\org\apache\fontbox\cff\CFFStandardString.java,CFFStandardString,,3,1
fontbox\src\main\java\org\apache\fontbox\cff\CFFStandardString.java,getName,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\Patch.java,Patch,"Point2D[], float[][]",4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\Patch.java,getFlag1Edge,,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\Patch.java,getFlag2Edge,,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\Patch.java,getFlag3Edge,,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\Patch.java,getFlag1Color,,11,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\Patch.java,getFlag2Color,,11,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\Patch.java,getFlag3Color,,11,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\Patch.java,getLen,"Point2D, Point2D",6,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\Patch.java,isEdgeALine,Point2D[],8,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\Patch.java,edgeEquationValue,"Point2D, Point2D, Point2D",4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\Patch.java,getShadedTriangles,CoordinateColorPair[][],49,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\Patch.java,overlaps,"Point2D, Point2D",4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\shading\CoordinateColorPair.java,CoordinateColorPair,"Point2D, float[]",5,1
pdfbox\src\main\java\org\apache\pdfbox\filter\ASCII85Filter.java,decode,"InputStream, OutputStream, COSDictionary, int",23,3
pdfbox\src\main\java\org\apache\pdfbox\filter\ASCII85Filter.java,encode,"InputStream, OutputStream, COSDictionary, int",13,2
pdfbox\src\main\java\org\apache\pdfbox\io\ASCII85InputStream.java,ASCII85InputStream,InputStream,9,1
pdfbox\src\main\java\org\apache\pdfbox\io\ASCII85InputStream.java,read,,94,17
pdfbox\src\main\java\org\apache\pdfbox\io\ASCII85InputStream.java,read,"byte[], int, int",24,5
pdfbox\src\main\java\org\apache\pdfbox\io\ASCII85InputStream.java,close,,7,1
pdfbox\src\main\java\org\apache\pdfbox\io\ASCII85InputStream.java,markSupported,,4,1
pdfbox\src\main\java\org\apache\pdfbox\io\ASCII85InputStream.java,skip,long,4,1
pdfbox\src\main\java\org\apache\pdfbox\io\ASCII85InputStream.java,available,,4,1
pdfbox\src\main\java\org\apache\pdfbox\io\ASCII85InputStream.java,mark,int,3,1
pdfbox\src\main\java\org\apache\pdfbox\io\ASCII85InputStream.java,reset,,4,1
pdfbox\src\main\java\org\apache\pdfbox\io\ASCII85OutputStream.java,ASCII85OutputStream,OutputStream,11,1
pdfbox\src\main\java\org\apache\pdfbox\io\ASCII85OutputStream.java,setTerminator,char,8,2
pdfbox\src\main\java\org\apache\pdfbox\io\ASCII85OutputStream.java,getTerminator,,4,1
pdfbox\src\main\java\org\apache\pdfbox\io\ASCII85OutputStream.java,setLineLength,int,8,2
pdfbox\src\main\java\org\apache\pdfbox\io\ASCII85OutputStream.java,getLineLength,,4,1
