class path,method name,method arguments,LOC,Cyclomatic
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"File, String, InputStream, String, MemoryUsageSetting",25,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,InputStream,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"InputStream, MemoryUsageSetting",4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"InputStream, String",5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"InputStream, String, InputStream, String",5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"InputStream, String, MemoryUsageSetting",5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"InputStream, String, InputStream, String, MemoryUsageSetting",17,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,byte[],4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"byte[], String",4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"byte[], String, InputStream, String",5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"byte[], String, InputStream, String, MemoryUsageSetting",9,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,save,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,save,File,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,save,OutputStream,22,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,saveIncremental,OutputStream,21,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,getPage,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,getPages,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,getNumberOfPages,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,close,,11,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,protect,ProtectionPolicy,19,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,getCurrentAccessPermission,,8,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,isAllSecurityToBeRemoved,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,setAllSecurityToBeRemoved,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,getDocumentId,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,setDocumentId,Long,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,getVersion,,25,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,setVersion,float,21,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,getResourceCache,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,setResourceCache,ResourceCache,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,PDDocumentCatalog,PDDocument,7,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,PDDocumentCatalog,"PDDocument, COSDictionary",5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getCOSObject,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getAcroForm,,9,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setAcroForm,PDAcroForm,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getPages,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getViewerPreferences,,5,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setViewerPreferences,PDViewerPreferences,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getDocumentOutline,,5,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setDocumentOutline,PDDocumentOutline,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getThreads,,15,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setThreads,List,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getMetadata,,9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setMetadata,PDMetadata,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setOpenAction,PDDestinationOrAction,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getOpenAction,,20,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getActions,,10,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setActions,PDDocumentCatalogAdditionalActions,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getNames,,5,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getDests,,10,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,findNamedDestinationPage,PDNamedDestination,24,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setNames,PDDocumentNameDictionary,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getMarkInfo,,5,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setMarkInfo,PDMarkInfo,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getOutputIntents,,18,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,addOutputIntent,PDOutputIntent,10,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setOutputIntents,List<PDOutputIntent>,9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getPageMode,,12,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setPageMode,PageMode,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getPageLayout,,12,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setPageLayout,PageLayout,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getURI,,5,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setURI,PDURIDictionary,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getStructureTreeRoot,,5,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setStructureTreeRoot,PDStructureTreeRoot,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getLanguage,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setLanguage,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getVersion,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setVersion,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getPageLabels,,5,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setPageLabels,PDPageLabels,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getOCProperties,,5,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setOCProperties,PDOptionalContentProperties,8,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,PDAcroForm,PDDocument,6,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,PDAcroForm,"PDDocument, COSDictionary",5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getDocument,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getCOSObject,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,importFDF,FDFDocument,16,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,exportFDF,,19,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,flatten,,14,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,flatten,"List<PDField>, boolean",64,13
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,refreshAppearances,,10,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,refreshAppearances,List<PDField>,10,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getFields,,22,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setFields,List<PDField>,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getFieldIterator,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getFieldTree,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setCacheFields,boolean,15,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,isCachingFields,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getField,String,15,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getDefaultAppearance,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setDefaultAppearance,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getNeedAppearances,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setNeedAppearances,Boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getDefaultResources,,10,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setDefaultResources,PDResources,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,hasXFA,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,xfaIsDynamic,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getXFA,,10,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setXFA,PDXFAResource,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getQ,,10,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setQ,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,isSignaturesExist,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setSignaturesExist,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,isAppendOnly,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setAppendOnly,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,buildAnnotationToPageRef,,17,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDCheckBox.java,PDCheckBox,PDAcroForm,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDCheckBox.java,PDCheckBox,"PDAcroForm, COSDictionary, PDNonTerminalField",4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDCheckBox.java,isChecked,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDCheckBox.java,check,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDCheckBox.java,unCheck,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDCheckBox.java,getOnValue,,22,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDComboBox.java,PDComboBox,PDAcroForm,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDComboBox.java,PDComboBox,"PDAcroForm, COSDictionary, PDNonTerminalField",4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDComboBox.java,isEdit,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDComboBox.java,setEdit,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDComboBox.java,constructAppearances,,14,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,PDField,PDAcroForm,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,PDField,"PDAcroForm, COSDictionary, PDNonTerminalField",6,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,fromDictionary,"PDAcroForm, COSDictionary, PDNonTerminalField",4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getInheritableAttribute,COSName,15,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getFieldType,,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getValueAsString,,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setValue,String,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getWidgets,,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setReadOnly,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,isReadOnly,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setRequired,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,isRequired,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setNoExport,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,isNoExport,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getFieldFlags,,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setFieldFlags,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getActions,,9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,importFDF,FDFField,32,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,exportFDF,,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getParent,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,findKid,"String[], int",22,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getAcroForm,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getCOSObject,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getPartialName,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setPartialName,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getFullyQualifiedName,,17,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getAlternateFieldName,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setAlternateFieldName,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getMappingName,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setMappingName,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,toString,,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDListBox.java,PDListBox,PDAcroForm,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDListBox.java,PDListBox,"PDAcroForm, COSDictionary, PDNonTerminalField",4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDListBox.java,getTopIndex,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDListBox.java,setTopIndex,Integer,11,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDListBox.java,constructAppearances,,6,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDRadioButton.java,PDRadioButton,PDAcroForm,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDRadioButton.java,PDRadioButton,"PDAcroForm, COSDictionary, PDNonTerminalField",4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDRadioButton.java,setRadiosInUnison,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDRadioButton.java,isRadiosInUnison,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDRadioButton.java,getSelectedExportValues,,24,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,PDTextField,PDAcroForm,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,PDTextField,"PDAcroForm, COSDictionary, PDNonTerminalField",4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,isMultiline,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,setMultiline,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,isPassword,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,setPassword,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,isFileSelect,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,setFileSelect,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,doNotSpellCheck,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,setDoNotSpellCheck,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,doNotScroll,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,setDoNotScroll,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,isComb,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,setComb,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,isRichText,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,setRichText,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,getMaxLen,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,setMaxLen,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,setValue,String,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,setDefaultValue,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,getValue,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,getDefaultValue,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,getValueAsString,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,constructAppearances,,6,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\color\PDTristimulus.java,PDTristimulus,,7,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\color\PDTristimulus.java,PDTristimulus,COSArray,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\color\PDTristimulus.java,PDTristimulus,float[],8,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\color\PDTristimulus.java,getCOSObject,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\color\PDTristimulus.java,getX,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\color\PDTristimulus.java,setX,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\color\PDTristimulus.java,getY,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\color\PDTristimulus.java,setY,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\color\PDTristimulus.java,getZ,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\color\PDTristimulus.java,setZ,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,COSArray,,3,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,add,COSBase,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,add,COSObjectable,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,add,"int, COSBase",4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,clear,,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,removeAll,Collection<COSBase>,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,retainAll,Collection<COSBase>,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,addAll,Collection<COSBase>,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,addAll,COSArray,7,2
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,addAll,"int, Collection<COSBase>",4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,set,"int, COSBase",4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,set,"int, int",4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,set,"int, COSObjectable",9,2
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,getObject,int,13,3
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,get,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,getInt,int,4,1
