Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Estimated Complexity,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Existing GitBox Approval,Blogs - Username,Protected Branch,Blogs - Email Address,GitHub Options,Docs Text,Git Repository Import Path,New-TLP-TLPName,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,External issue ID,Machine Readable Info,CXF Fields,External issue URL,Flags,Rank
CXF,CXF-7085,CXF-6881 Introduce support for Server Sent Events (Client),Sub-task,In Progress,Major,Unresolved,Andriy Redko,Sergey Beryozkin,Sergey Beryozkin,10/11/2016 15:54,,6/17/2017 14:05,,,3.2.0,"JAX-RS, Transports",,0,2,,,,,,,,,,,,,,,,,Unknown,,,,,"40 weeks, 6 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,,0|i34qev:
CXF,CXF-7086,Dynamically load signature validation keys using KeyName,New Feature,Closed,Minor,Fixed,Colm O hEigeartaigh,Hugo Trippaers,Hugo Trippaers,10/11/2016 16:34,,4/10/2017 19:04,3/29/2017 9:26,,"3.1.11, 3.2.0",JAX-RS Security,,0,3,,,,,,,,,"The current implementation of handling incoming messages with a KeyName identifier is to rely on a single ""default"" key. The SignatureValidationKey. However it is possible to have multiple different KeyNames and the expected behaviour is to select the right certificate based on the KeyName.",,,,,,,,Unknown,10/11/2016 16:50,,,,"16 weeks, 6 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,,0|i34qif:
CXF,CXF-7087,Getting the wsdl from a cxf webservice with custom XMLOuputFactory throws an exception,Bug,Closed,Major,Fixed,Sergey Beryozkin,Guillaume Pansier,Guillaume Pansier,10/13/2016 7:46,7/25/2017 13:25,10/21/2016 18:46,10/13/2016 12:39,,"3.1.8, 3.0.11, 3.2.0",,,1,3,,,,,,,,,"I defined a service endpoint with a custom XmlOutputFactory 
{code:xml} 
<jaxws:endpoint id=""myWebService"" implementorClass=""a.b.c.MyService"" 
implementor=""#Mybean"" address=""/myService""> 
<jaxws:properties> 
<entry key=""javax.xml.XMLOutputFactory""> 
<ref bean=""invalidCharacterReplacingXmlOutputFactory""/> 
</entry> 
</jaxws:properties> 
</jaxws:endpoint> 
{code} 
When Using the WSDLGetOutInterceptor, I get the following error; 
Can not output XML declaration, after other output has already been done. 
The StaxOutputInterceptor sets the flag FORCE_START_DOCUMENT to true when using a custom xmlOutputFacory, then writes the prolog. The WSDLGetOutInterceptor writes it again and throws the exception. 

This was supposed to be fixed with commit 25f0eb7f955a84baf6c3b634ff316cb831a2acfa, with version 3.3 if I'm correct(changed class: WSDLGetOutInterceptor, commit message: Write the prolog only if it hasn't already been written). But I think the change is not correct: 

{code} 
- StaxUtils.writeNode(doc, writer, true); 
+ StaxUtils.writeDocument(doc, writer, true, 
+ !MessageUtils.getContextualBoolean(message, 
+ StaxOutInterceptor.FORCE_START_DOCUMENT, 
+ false)); 
{code} 
Knowing that the signature of StaxUtils.writeDocument is: 
{code} 
public static void writeDocument(Document d, XMLStreamWriter writer, boolean writeProlog, boolean repairing) 
{code} 

That means that the boolean reparing depends on the flag FORCE_START_DOCUMENT from version 3.3, whereas the boolean writeProlog is always true ! To me, it seems like the two parameters have been swapped. 

",,,,,,,,Novice,10/13/2016 12:14,,,,"40 weeks, 5 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,,0|i34tlz:
CXF,CXF-7088,SignedEncryptedSupportingTokens in WS-Policy and SAML not encrypted being accepted,Bug,Closed,Major,Fixed,Colm O hEigeartaigh,Grzegorz Maczuga,Grzegorz Maczuga,10/13/2016 9:04,,10/21/2016 18:45,10/14/2016 17:26,3.0.6,"3.1.8, 3.0.11, 3.2.0",,,0,3,,,,,,,,,"In WS-Policy that is used by service we have defined 

<SignedEncryptedSupportingTokens/> 

Some people say that WS-SecurityPolicy 1.2 imply that also SAML assertion that is inside WS-Security section of the message SOAP Header should be encrypted (not only signed). 

Message with SAML that is NOT encrypted is currently accepted by CXF even while policy defines <SignedEncryptedSupportingTokens/> 

Question is: does SAML assertion fall into ""SupportingTokens"" category and should be encrypted as well? 

What is your view on that? Is that a bug in Neethi? 

See http://docs.oasis-open.org/ws-sx/ws-securitypolicy/200702/ws-securitypolicy-1.2-spec-os.html#_Toc161826566 

Signed, encrypted supporting tokens are Signed supporting tokens (See section 8.2) that are also encrypted when they appear in the wsse:SecurityHeader. Element Encryption SHOULD be used for encrypting the supporting tokens. 
The syntax for the sp:SignedEncryptedSupportingTokens differs from the syntax of sp:SignedSupportingTokens only in the name of the assertion itself. All nested policy is as per the sp:SignedSupportingTokens assertion.",,,,,,,,Unknown,10/13/2016 11:26,,,,"40 weeks, 3 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,,0|i34tpj:
CXF,CXF-7089,Let ParamConverters handle null proxy path parameters,Improvement,Closed,Minor,Fixed,Sergey Beryozkin,Sergey Beryozkin,Sergey Beryozkin,10/13/2016 10:23,,10/21/2016 18:45,10/13/2016 10:35,,"3.1.8, 3.0.11, 3.2.0",JAX-RS,,0,1,,,,,,,,,,,,,,,,,Unknown,,,,,"40 weeks, 5 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,,0|i34trz:
CXF,CXF-7090,WSS4J not in <dependencyManagement> section,Bug,Closed,Minor,Fixed,Colm O hEigeartaigh,Paolo Antinori,Paolo Antinori,10/13/2016 14:49,,10/21/2016 18:45,10/13/2016 16:09,3.1.7,"3.1.8, 3.2.0",,,0,3,,,,,,,,,"https://github.com/apache/cxf/blob/master/parent/pom.xml 

`wss4j` version is declared as a property, but never used in `<dependencyManagement>` section, breaking supports for external projects that want to consume that version in this Bill of Materials. 

",,,,,,,,Novice,10/13/2016 15:01,,,,"40 weeks, 4 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,,0|i34u9b:
CXF,CXF-7091,JAXRSBeanValidationOutInterceptor fails to validate Response entity on the 2nd try,Bug,Closed,Major,Fixed,Sergey Beryozkin,Sergey Beryozkin,Sergey Beryozkin,10/14/2016 21:10,,3/22/2017 17:25,10/21/2016 16:24,,"3.1.9, 3.0.12, 3.2.0",JAX-RS,,0,1,,,,,,,,,JAX-RS out filters can be run twice if the exception thrown from these filters during the 1st run has been mapped. JAXRSBeanValidationOutInterceptor fails to pass the mapped Response to the abstract validation code.,,,,,,,,Unknown,,,,,"40 weeks, 3 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,,0|i34x1j:
CXF,CXF-7092,Swagger2Feature tries to resolve swagger-ui resources with api-docs,Bug,Closed,Minor,Fixed,Sergey Beryozkin,Dennis Kieselhorst,Dennis Kieselhorst,10/17/2016 9:02,,3/22/2017 17:25,10/21/2016 19:32,3.1.7,"3.1.9, 3.2.0",JAX-RS,,0,2,,,,,,,,"Spring Boot 1.4.1 
Swagger 2.2.2","Add Swagger2Feature for customization to the class annotated with @SpringBootApplication, e.g.: 
{code:java} 
@Bean 
public Swagger2Feature swagger2Feature() { 
Swagger2Feature swagger2Feature = new Swagger2Feature(); 
swagger2Feature.setPrettyPrint(true); 
swagger2Feature.setContact(""person who knows the API""); 

return swagger2Feature; 
} 
{code} 

Open url for swagger UI in browser will fail with: 
{noformat} 
Caused by: java.io.FileNotFoundException: JAR entry META-INF/resources/webjars/swagger-ui/2.2.2/api-docs/lib/swagger-oauth.js not found in /work/m2repository/org/webjars/swagger-ui/2.2.2/swagger-ui-2.2.2.jar 
at sun.net.www.protocol.jar.JarURLConnection.connect(JarURLConnection.java:142) 
at sun.net.www.protocol.jar.JarURLConnection.getInputStream(JarURLConnection.java:150) 
at java.net.URL.openStream(URL.java:1045) 
at org.apache.cxf.jaxrs.swagger.Swagger2Feature$SwaggerUIService.getResource(Swagger2Feature.java:298) 
... 102 more 
{noformat} 

Please note that it works correctly when the Swagger2Feature is auto-configured without customizations.",,,,,,,,Unknown,10/17/2016 10:31,,,,"39 weeks, 3 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,,0|i34ywn:
CXF,CXF-7093,Investigate how SpringBoot demos can be included in the distribution,Task,Closed,Minor,Fixed,Sergey Beryozkin,Sergey Beryozkin,Sergey Beryozkin,10/17/2016 12:40,,3/22/2017 17:25,10/24/2016 10:38,,"3.1.9, 3.2.0",,,0,2,,,,,,,,,These demos to not currently use a CXF demos parent pom and hence are excluded from the build,,,,,,,,Unknown,10/22/2016 12:39,,,,"39 weeks, 1 day ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,,0|i34z9j:
CXF,CXF-7094,MQJCA1018: Only one session per connection is allowed,Bug,Closed,Major,Fixed,Unassigned,Rainer Müller,Rainer Müller,10/18/2016 6:38,,10/20/2016 18:41,10/20/2016 18:41,3.1.6,Invalid,JMS,,0,1,,,,,,,CXF-7023,,"We upgraded from CXF 2.7.14 to 3.16 running in EAP 7.0 container. 

The WebSphere MQ resource adapter 7.5.0 shows following error message 

- MQJCA1018: Only one session per connection is allowed 

In class JMSConduit#setupReplyDestination the existing connection is used to instantiate class MessageListenerContainer. 

MessageListenerContainer#start calls createSession on given connection. 

Is there a way to force the 'one session per connection' restriction of our resource adapter? In version 2.7.14 we never had this issue.",,,,,,,,Unknown,,,,,"39 weeks, 4 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,,0|i350qf:
