Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Estimated Complexity,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Existing GitBox Approval,Blogs - Username,Protected Branch,Blogs - Email Address,GitHub Options,Docs Text,Git Repository Import Path,New-TLP-TLPName,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,External issue ID,Machine Readable Info,CXF Fields,External issue URL,Flags,Rank
CXF,CXF-3066,Add usage of FindBugs to coding standards / software quality process,Improvement,Closed,Minor,Fixed,Unassigned,Robert Liguori,Robert Liguori,10/14/2010 16:11,7/25/2017 13:15,9/1/2011 18:33,8/30/2011 18:12,,Invalid,Build system,,0,0,,,,,,,,,In addition to using PMD and Checkstyle as you already do (http://cxf.apache.org/coding-guidelines.html)... consider making use of FindBugs in your software quality process; http://findbugs.sourceforge.net/,,,,,,,,,8/30/2011 18:12,,,,"5 years, 47 weeks, 4 days ago",,47137,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268924,,,,,,,,,0|i1af67:
CXF,CXF-3067,Remove duplicate code for handling WS-SP AlgorithmSuite assertions.,Improvement,Closed,Trivial,Fixed,David Valeri,David Valeri,David Valeri,10/15/2010 13:22,,12/6/2010 22:48,10/15/2010 15:15,"2.3, 2.2.11","2.2.12, 2.3.1, 2.4",WS-* Components,,0,0,,,,,,,,,The code is duplicated in both the policy handling abstract superclass as well as the class for asymmetric binding policy.,,,,,,,,,,,,,"6 years, 41 weeks, 3 days ago",,47136,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,118257,,,,,,,,,0|i0kl8f:
CXF,CXF-3068,"MimeBodyPartInputStream illegally returns ""0"" from a read call with chunked InputStream",Bug,Closed,Major,Fixed,Daniel Kulp,aaron pieper,aaron pieper,10/15/2010 14:56,,12/6/2010 22:48,10/15/2010 18:55,"2.2.3, 2.2.4, 2.2.5, 2.2.6, 2.2.7, 2.2.8, 2.2.9, 2.2.10","2.2.12, 2.3.1",Core,,0,0,,,,,,,,Windows,"I'm having a problem with some MTOM attachments. It started when I upgraded from CXF 2.2.2 to CXF 2.2.3. The bug is that after calling a service which returned an MTOM attachment, when I try to parse the attachment, I sometimes get an error: 

java.io.IOException: Underlying input stream returned zero bytes 
at sun.nio.cs.StreamDecoder.readBytes(StreamDecoder.java:268) 
at sun.nio.cs.StreamDecoder.implRead(StreamDecoder.java:306) 
at sun.nio.cs.StreamDecoder.READ(StreamDecoder.java:158) 
at java.io.InputStreamReader.READ(InputStreamReader.java:167) 
at java.io.Reader.READ(Reader.java:123) 
at org.apache.commons.io.IOUtils.copyLarge(IOUtils.java:1128) 
at org.apache.commons.io.IOUtils.copy(IOUtils.java:1104) 
at org.apache.commons.io.IOUtils.copy(IOUtils.java:1050) 
at org.apache.commons.io.IOUtils.toString(IOUtils.java:359) 
at com.pragmatics.AsyncUtils.messageToString(AsyncUtils.java:18) 

The error only happens for some attachments - about 25% of them. It's a seemingly arbitrary 25% - it's not like, the biggest 25% or the ones that have special characters. I was able to track this down to MimeBodyPartInputStream. MimeBodypartInputStream has some logic in processBuffer for reading the boundary. It goes like this: 

while ((boundaryIndex < boundary.length) && (value == boundary[boundaryIndex])) { if (!hasData(buffer, initialI, i + 1, off, len)) { 
return initialI - off; 
} 
value = buffer[++i]; 
boundaryIndex++; 
} 

So, basically, when MimeBodyPartInputStream finds the start of a boundary, it reads from the stream until either there's no more characters to read, or until it read the entire boundary. The problem with this logic is that it assumes the entire boundary will be read in the same call to the underlying InputStream. This assumption isn't always true. Specifically, when I'm fetching an attachment in my application, this MimeBodyPartInputStream is backed by an HttpURLConnection.HttpInputStream. This HttpInputStream sometimes fetches as few as 24 characters, I guess that's just how the HttpInputStream works. But if these 24 characters happen to fall on one of these MIME boundaries, it can cause problems. 

One problem, which I'm running into here, is that the MimeBodyPartInputStream's read(byte,int,int) method returns 0, since the only bytes that were read were parts of the MIME boundary. In returning 0, it breaks InputStream's contract which says states that the read method will only ever return a positive integer (if some bytes were read) or -1 (if no bytes were read.) There are probably other possible problems - it seems like it's possible MimeBodyPartInputStream might misunderstand whether or not it's hit a boundary in some cases. I haven't run into that problem though. 
",,,,,,,,Moderate,,,,,"6 years, 40 weeks, 4 days ago",,47135,,,Restricted to agents,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,118256,,,,,,,,,0|i0kl87:
CXF,CXF-3069,XmlElement(required=true) on @WebParam not honored in WSDL,Bug,Closed,Major,Fixed,Daniel Kulp,Eric Pederson,Eric Pederson,10/15/2010 21:44,,12/6/2010 22:48,10/18/2010 15:28,2.3,"2.2.12, 2.3.1, 2.4",,,0,1,,,,,,,,,"My service looks like this: 
@WebService 
public interface ServiceTest 
{ 
@WebMethod(operationName=""testService"") 
public void testService( 
@WebParam(name=""foo"") 
@XmlElement(required=true) 
String foo, 

@WebParam(name=""bar"") 
int bar 
); 
} 

But the WSDL fragment for the testService method request looks like: 

<xs:complexType name=""testService""> 
<xs:sequence> 
<xs:element minOccurs=""0"" name=""foo"" type=""xs:string""/> 
<xs:element name=""bar"" type=""xs:int""/> 
</xs:sequence> 
</xs:complexType> 

I did the endorsed dirs thing and think CXF is seeing the JAX-WS 2.2 jars. To test did the following: 
- Checked the value of org.apache.cxf.jaxws.spi.ProviderImpl.isJaxWs22(), it returns true 
- Checked the class of my endpoint, it is org.apache.cxf.jaxws22.spring.JAXWS22SpringEndpointImpl 

(I am not sure if this is a sufficient test.)",,,,,,,,,,,,,"6 years, 41 weeks, 3 days ago",,47134,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,118255,,,,,,,,,0|i0kl7z:
CXF,CXF-3070,add a LoadBalanceFeature for CXF,Wish,Closed,Major,Duplicate,Christian Schneider,scud,scud,10/16/2010 14:01,,5/27/2011 1:32,5/26/2011 22:07,2.3,2.3.4,Core,,0,1,,,,,,,CXF-3424,,"I write some code to implement the LoadBalanceFeature upon FailOverFeatuer. (many code is from FailoverFeature and realted classes) 

I hope someone can merge the feature into CXF, it need some review and improve for merge. 


please check here for it: http://code.google.com/p/cnscud/source/browse/trunk/extensions/cxf/src/main/java/org/javascud/extensions/cxf/LoadBalanceFeature.java 

you can find the project in http://code.google.com/p/cnscud/source/browse/trunk/extensions/cxf/ 


",,,,,,,,Moderate,5/26/2011 21:34,,,,"6 years, 9 weeks, 4 days ago",,47133,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,166961,,,,,,,,,0|i0sxun:
CXF,CXF-3071,CXF to .NET ArrayOfXXX interop issue,Bug,Closed,Major,Invalid,Unassigned,tom mckiernan,tom mckiernan,10/18/2010 13:53,,1/21/2011 18:18,10/21/2010 14:48,2.3,Invalid,,,0,0,,,,,,,,"windows / solaris, CXF 2.3.0,","

This is an interop issue when working with Java CXF --> .NET service. 
The .NET service defines a complex type - SomeCompositeType 
Then the service defines a parent complex type that itself contains an array of SomeCompositeType : this parent type is called CompositeTypeParent 

The problem is that the SOAP msg produced seems to ignore the field name and instead uses the type name. 

The WSDL and XSDs are attached to this ticket. 

The Java was produced using CXF 2.3.0. 
A rough MVN Java project is also attached that can be used to see the problem. 

An example of the SOAP msg produced is seen below. The parent object is defined as having a sub field called ""compositeTypes'. 
However, the SOAP produced has called this field ""ArrayOfSomeCompositeTypes' i.e. is using the field type instead of the field name. 
This is not acceptable to .NET - the .NET service ignores this section. 


<soap:Envelope xmlns:soap=""http://schemas.xmlsoap.org/soap/envelope/"" 
<soap:Body> 
<ns2:CreateSomeCompositeTypes xmlns=""http://schemas.datacontract.org/2004/07/TestService"" 
xmlns:ns2=""http://tempuri.org/"" 
xmlns:ns3=""http://schemas.microsoft.com/2003/10/Serialization/""> 
<ns2:parent> 
<ArrayOfSomeCompositeType> <!-- This should be called 'compositeTypes', not 'ArrayOfSomeCompositeType' --> 
<SomeCompositeType> 
<BoolValue>true</BoolValue> 
<StringValue>hello world!</StringValue> 
</SomeCompositeType> 
</ArrayOfSomeCompositeType> 
</ns2:parent> 
</ns2:CreateSomeCompositeTypes> 
</soap:Body> 
</soap:Envelope> 


At a guess I would imagine that the .NET service's use of ArrayOfXXX is confusing the client. I appreicate that WS-I profile recommends not to use this construct, but unfortunately .NET does. 

I also believe this issue exists on previous versions of CXF too. 

Many thanks! 
Thomas 

",,,,,,,,,10/21/2010 14:48,,,,"6 years, 40 weeks, 4 days ago",,47132,,,Restricted to agents,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268923,,,,,,,,,0|i1af5z:
CXF,CXF-3072,Support PKCS11 Provider for HTTP Transport,New Feature,Closed,Major,Fixed,David Valeri,David Valeri,David Valeri,10/18/2010 23:37,,12/6/2010 22:48,10/20/2010 13:33,,"2.2.12, 2.3.1, 2.4",Transports,,0,0,,,,,,,,,"The HTTP Transport can support the use of a PKCS11 JCE Provider for transport level cryptographic operations. Additionally, supporting PKCS11 allows for simple configuration of FIPS 140-2 compliant transport security for HTTP based services.",,,,,,,,,,,,,"6 years, 41 weeks ago",,47131,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,118254,,,,,,,,,0|i0kl7r:
CXF,CXF-3073,org/apache/cxf/transport/http/DigestAuthSupplier is not thread safe,Bug,Closed,Minor,Fixed,Daniel Kulp,Julien Thimonier,Julien Thimonier,10/19/2010 15:58,,12/6/2010 22:48,10/20/2010 19:28,"2.2, 2.2.1, 2.2.2, 2.2.3, 2.2.4, 2.2.5, 2.2.6, 2.2.7, 2.2.8, 2.2.9, 2.1.10, 2.0.13, 2.2.10, 2.3, 2.2.11","2.2.12, 2.3.1",Transports,,0,0,,,,,,,,,"It seems that DigestAuthSupplier is not Thread safe and that multiple access can rarely trigger this kind of exceptions : 

java.lang.ArrayIndexOutOfBoundsException 
at java.lang.System.arraycopy(Native Method) 
at sun.security.provider.DigestBase.engineUpdate(DigestBase.java:102) 
at sun.security.provider.MD5.implDigest(MD5.java:100) 
at sun.security.provider.DigestBase.engineDigest(DigestBase.java:161) 
at sun.security.provider.DigestBase.engineDigest(DigestBase.java:140) 
at java.security.MessageDigest$Delegate.engineDigest(MessageDigest.java:531) 
at java.security.MessageDigest.digest(MessageDigest.java:309) 
at java.security.MessageDigest.digest(MessageDigest.java:355) 
at org.apache.cxf.transport.http.DigestAuthSupplier.createCnonce(DigestAuthSupplier.java:248) 
at org.apache.cxf.transport.http.DigestAuthSupplier$DigestInfo.generateAuth(DigestAuthSupplier.java:178) 
at org.apache.cxf.transport.http.DigestAuthSupplier.getAuthorizationForRealm(DigestAuthSupplier.java:118) 
at org.apache.cxf.transport.http.HTTPConduit.authorizationRetransmit(HTTPConduit.java:1601) 
at org.apache.cxf.transport.http.HTTPConduit.processRetransmit(HTTPConduit.java:1428) 
at org.apache.cxf.transport.http.HTTPConduit.access$300(HTTPConduit.java:140) 
at org.apache.cxf.transport.http.HTTPConduit$WrappedOutputStream.handleRetransmits(HTTPConduit.java:2011) 
at org.apache.cxf.transport.http.HTTPConduit$WrappedOutputStream.handleResponse(HTTPConduit.java:2038) 
at org.apache.cxf.transport.http.HTTPConduit$WrappedOutputStream.close(HTTPConduit.java:1941) 

Access to non thread safe MessageDigest 'MD5_HELPER' should be synchronized. 
In fact, currently access to the digest is centralized in DigestInfo.generateAuth which is synchronized, but as the method is not static and that a new DigestInfo is instanciated at each call, 'synchronized' is useless :) 

Simply replacing this should correct the problem : 
public static String createCnonce() throws UnsupportedEncodingException { 
synchronized(MD5_HELPER) 
{ 
String cnonce = Long.toString(System.currentTimeMillis()); 
return encode(MD5_HELPER.digest(cnonce.getBytes(""US-ASCII""))); 
} 
} 

Regards, 
THIMONIER Julien 

",,,,,,,,,,,,,"6 years, 40 weeks, 6 days ago",,47130,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,118253,,,,,,,,,0|i0kl7j:
CXF,CXF-3074,Add a fork parameter in the cxf-java2ws-plugin,New Feature,Closed,Major,Fixed,Daniel Kulp,Vincent Siveton,Vincent Siveton,10/19/2010 21:14,,12/6/2010 22:48,11/24/2010 1:22,2.3,"2.2.12, 2.3.1, 2.4",Tooling,,0,0,,,,,,,,,It will be great if this plugin could have a fork parameter to generate wsdl in a new JVM,,,,,,,,,11/24/2010 1:22,,,,"6 years, 35 weeks, 6 days ago",,47129,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,118252,,,,,,,,,0|i0kl7b:
CXF,CXF-3075,ConcurrentModificationException under load,Bug,Closed,Major,Fixed,Daniel Kulp,Rocky Alam,Rocky Alam,10/19/2010 21:15,,12/6/2010 22:49,10/20/2010 19:17,2.3,"2.2.12, 2.3.1",Core,,0,0,,,,,,,,,"Here is the config: 
- JAXB 2.2.1.1 
- CXF 2.3.0 
- JBOSS 5.1.0 
- SPRING 3.2 

The client is configured as follows: 
<bean id=""fcrsFactory"" class=""org.apache.cxf.jaxws.JaxWsProxyFactoryBean"" > 
<property name=""address""><value>${fcrs.url}</value></property> 
<property name=""serviceClass""><value>com.tascet.wsdl.fcrs.v1.FacialRecognitionService</value></property> 
<property name=""serviceName""><value>FacialRecognitionService</value></property> 
<property name=""endpointName""><value>FacialRecognitionServicePort</value></property> 
</bean> 

<bean id=""fcrs"" class=""com.tascet.wsdl.fprs.v1.FingerprintRecognitionService"" factory-bean=""fcrsFactory"" factory-method=""create"" scope=""prototype"" /> 

The server is configured as follows: 
<jaxws:endpoint id=""fcrs"" 
implementor=""#fcrsImpl"" 
endpointName=""s:FacialRecognitionServicePort"" 
serviceName=""s:FacialRecognitionService"" 
address=""/FacialRecognitionService"" 
wsdlLocation=""/WEB-INF/wsdl/FCRS.wsdl"" 
xmlns:s=""http://wsdl.tascet.com/fcrs/v1""> 

<jaxws:properties> 
<entry key=""mtom-enabled"" value=""true""/> 
</jaxws:properties> 

<jaxws:schemaLocations> 
<jaxws:schemaLocation>/WEB-INF/schemas/Automation_FCRS.xsd</jaxws:schemaLocation> 
<jaxws:schemaLocation>/WEB-INF/schemas/Automation_Ping.xsd</jaxws:schemaLocation> 
<jaxws:schemaLocation>/WEB-INF/schemas/Message_FCRS.xsd</jaxws:schemaLocation> 
</jaxws:schemaLocations> 
</jaxws:endpoint> 

Under moderate load with 5 concurrent users the following exception starts showing up sporadically: 

org.drools.runtime.rule.ConsequenceException: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'fcrs' defined in class path resource [com/tascet/incore/fcrs/applicationContext.xml]: Instantiation of bean failed; nested exception is org.springframework.beans.factory.BeanDefinitionStoreException: Factory method [public java.lang.Object org.apache.cxf.jaxws.JaxWsProxyFactoryBean.create()] threw exception; nested exception is java.util.ConcurrentModificationException 
at org.drools.runtime.rule.impl.DefaultConsequenceExceptionHandler.handleException(DefaultConsequenceExceptionHandler.java:23) 
at org.drools.common.DefaultAgenda.fireActivation(DefaultAgenda.java:943) 
at org.drools.common.DefaultAgenda.fireNextItem(DefaultAgenda.java:885) 
at org.drools.common.DefaultAgenda.fireAllRules(DefaultAgenda.java:1086) 
at org.drools.common.AbstractWorkingMemory.fireAllRules(AbstractWorkingMemory.java:660) 
at org.drools.common.AbstractWorkingMemory.fireAllRules(AbstractWorkingMemory.java:637) 
at org.drools.impl.StatelessKnowledgeSessionImpl.execute(StatelessKnowledgeSessionImpl.java:252) 
at com.tascet.incore.main.FusionManager.execute(FusionManager.java:110) 
at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) 
at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39) 
at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25) 
at java.lang.reflect.Method.invoke(Method.java:597) 
at org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection(AopUtils.java:309) 
at org.springframework.aop.framework.ReflectiveMethodInvocation.invokeJoinpoint(ReflectiveMethodInvocation.java:183) 
at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:150) 
at com.tascet.common.aop.async.AsyncInvokeMethodInterceptor$1.run(AsyncInvokeMethodInterceptor.java:37) 
at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886) 
at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908) 
at java.lang.Thread.run(Thread.java:619) 
Caused by: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'fcrs' defined in class path resource [com/tascet/incore/fcrs/applicationContext.xml]: Instantiation of bean failed; nested exception is org.springframework.beans.factory.BeanDefinitionStoreException: Factory method [public java.lang.Object org.apache.cxf.jaxws.JaxWsProxyFactoryBean.create()] threw exception; nested exception is java.util.ConcurrentModificationException 
at org.springframework.beans.factory.support.ConstructorResolver.instantiateUsingFactoryMethod(ConstructorResolver.java:568) 
at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.instantiateUsingFactoryMethod(AbstractAutowireCapableBeanFactory.java:973) 
at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBeanInstance(AbstractAutowireCapableBeanFactory.java:879) 
at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:485) 
at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:456) 
at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:310) 
at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:190) 
at org.springframework.context.support.AbstractApplicationContext.getBean(AbstractApplicationContext.java:1045) 
at com.tascet.incore.blip.fcrs.FCManagerImpl.search12F(FCManagerImpl.java:84) 
at com.tascet.incore.blip.fc.FCProcessorImpl.executeFC12FSearch(FCProcessorImpl.java:73) 
at com.tascet.incore.blip.main.StateProcessorImpl.matchFace(StateProcessorImpl.java:85) 
at com.tascet.incore.blip.normal.Rule_9_PRE1__If_FP_1_N_search_returned_1_result_then_do_1_F_FC_Search__if_not_done_already___0.consequence(Rule_9_PRE1__If_FP_1_N_search_returned_1_result_then_do_1_F_FC_Search__if_not_done_already___0.java:35) 
at com.tascet.incore.blip.normal.Rule_9_PRE1__If_FP_1_N_search_returned_1_result_then_do_1_F_FC_Search__if_not_done_already___0ConsequenceInvoker.evaluate(Rule_9_PRE1__If_FP_1_N_search_returned_1_result_then_do_1_F_FC_Search__if_not_done_already___0ConsequenceInvoker.java:23) 
at org.drools.common.DefaultAgenda.fireActivation(DefaultAgenda.java:934) 
... 17 more 
Caused by: org.springframework.beans.factory.BeanDefinitionStoreException: Factory method [public java.lang.Object org.apache.cxf.jaxws.JaxWsProxyFactoryBean.create()] threw exception; nested exception is java.util.ConcurrentModificationException 
at org.springframework.beans.factory.support.SimpleInstantiationStrategy.instantiate(SimpleInstantiationStrategy.java:158) 
at org.springframework.beans.factory.support.ConstructorResolver.instantiateUsingFactoryMethod(ConstructorResolver.java:557) 
... 30 more 
Caused by: java.util.ConcurrentModificationException 
at java.util.AbstractList$Itr.checkForComodification(AbstractList.java:372) 
at java.util.AbstractList$Itr.next(AbstractList.java:343) 
at org.apache.cxf.service.factory.ReflectionServiceFactoryBean.createInputWrappedMessageParts(ReflectionServiceFactoryBean.java:1607) 
at org.apache.cxf.service.factory.ReflectionServiceFactoryBean.createOperation(ReflectionServiceFactoryBean.java:934) 
at org.apache.cxf.jaxws.support.JaxWsServiceFactoryBean.createOperation(JaxWsServiceFactoryBean.java:595) 
at org.apache.cxf.service.factory.ReflectionServiceFactoryBean.createInterface(ReflectionServiceFactoryBean.java:907) 
at org.apache.cxf.service.factory.ReflectionServiceFactoryBean.buildServiceFromClass(ReflectionServiceFactoryBean.java:433) 
at org.apache.cxf.jaxws.support.JaxWsServiceFactoryBean.buildServiceFromClass(JaxWsServiceFactoryBean.java:645) 
at org.apache.cxf.service.factory.ReflectionServiceFactoryBean.initializeServiceModel(ReflectionServiceFactoryBean.java:505) 
at org.apache.cxf.service.factory.ReflectionServiceFactoryBean.create(ReflectionServiceFactoryBean.java:242) 
at org.apache.cxf.jaxws.support.JaxWsServiceFactoryBean.create(JaxWsServiceFactoryBean.java:184) 
at org.apache.cxf.frontend.AbstractWSDLBasedEndpointFactory.createEndpoint(AbstractWSDLBasedEndpointFactory.java:101) 
at org.apache.cxf.frontend.ClientFactoryBean.create(ClientFactoryBean.java:90) 
at org.apache.cxf.frontend.ClientProxyFactoryBean.create(ClientProxyFactoryBean.java:105) 
at org.apache.cxf.jaxws.JaxWsProxyFactoryBean.create(JaxWsProxyFactoryBean.java:124) 
at sun.reflect.GeneratedMethodAccessor345.invoke(Unknown Source) 
at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25) 
at java.lang.reflect.Method.invoke(Method.java:597) 
at org.springframework.beans.factory.support.SimpleInstantiationStrategy.instantiate(SimpleInstantiationStrategy.java:146) 
... 31 more",,,,,,,,,,,,,"6 years, 40 weeks, 6 days ago",,47128,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,118251,,,,,,,,,0|i0kl73:
