Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Estimated Complexity,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Existing GitBox Approval,Blogs - Username,Protected Branch,Blogs - Email Address,GitHub Options,Docs Text,Git Repository Import Path,New-TLP-TLPName,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,External issue ID,Machine Readable Info,CXF Fields,External issue URL,Flags,Rank
CXF,CXF-995,Text cleanup of Java2ws docs,Bug,Closed,Minor,Fixed,Unassigned,Glen Mazza,Glen Mazza,9/13/2007 6:03,7/25/2017 13:10,4/30/2008 14:57,9/19/2007 7:56,,2.1,,,0,0,,,,,,,,,For Jim Ma's recent java2ws commit.,,,,,,,,,,,,,"9 years, 46 weeks, 5 days ago",,111826,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268224,,,,,,,,,0|i1aaun:
CXF,CXF-996,WSDL2Java validate error for doc/lit bare wsdl.,Bug,Closed,Major,Fixed,maomaode,Jeff Yu,Jeff Yu,9/13/2007 6:45,,12/5/2007 19:23,9/14/2007 2:44,2.0.1,2.0.3,Tooling,,0,0,,,,,,,,windows.,"For the attached wsdl, when I am running command:

wsdl2java -validate bug.wsdl

it shows:
WSDLToJava Error : Violate WSI-BP-1.0 R2717 soapBody in the input/output of the binding operation 'pingMe' MUST have namespace attribute

but this is a document/literal bare binding.",,,,,,,,,,,,,"9 years, 46 weeks, 5 days ago",,111827,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268223,,,,,,,,,0|i1aauf:
CXF,CXF-997,wsdlto tools support customer package name mapping file,New Feature,Closed,Minor,Invalid,Unassigned,Jeff Zhang,Jeff Zhang,9/13/2007 7:10,,12/4/2009 22:35,10/15/2009 20:09,,Invalid,Tooling,,0,0,,,,,,,,,"now wsdl2java has -dns (true/false) parameter to enable/disable default namespace package name mapping. but defined file namespace2package.cfg packaged in cxf jar, and it's hard to modify. (in org/apache/cxf/tools/wsdlto/)

can wsdlto tools reactor this feature to support load customer file that define package name mapping rules?",,,,,,,,,10/15/2009 20:09,,,,"7 years, 41 weeks, 4 days ago",,111828,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268222,,,,,,,,,0|i1aau7:
CXF,CXF-998,Multiple Parts in the document/literal bare wsdl.,Bug,Closed,Major,Won't Fix,maomaode,Jeff Yu,Jeff Yu,9/13/2007 7:25,,12/5/2007 19:30,9/26/2007 8:00,2.0.1,Invalid,JAX-WS Runtime,,0,0,,,,,,,,windows,"If the message part has a INOUT parameter, the wsdl2java generated SEI parameter order is not as same as the wsdl's,
the runtime would pick up the wrong order result for Holders.

I would attach a test case for this.",,,,,,,,,9/13/2007 7:55,,,,"9 years, 46 weeks, 4 days ago",,111829,,,Restricted to agents,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268221,,,,,,,,,0|i1aatz:
CXF,CXF-999,SOAP 1.1 Fault returned with HTTP 200 status code,Bug,Closed,Major,Fixed,Unassigned,Noel Trout,Noel Trout,9/13/2007 12:02,,10/5/2009 19:37,10/3/2009 17:43,2.0.1,2.1.6,Transports,,2,1,,,,,,,,"Windows XP, Orion Server 2.0.7","We have enabled schema validation for JAXB bindings. However, if unmarshalling fails because of invalid XML, a SOAP fault is returned correctly but the HTTP response code is 200. I am expecting an HTTP response code of 500, as it is my understanding this is part of the SOAP 1.1 specification.

-- In case of a SOAP error while processing the request, the SOAP HTTP server MUST issue an HTTP 500 ""Internal Server Error"" response and include a SOAP message in the response containing a SOAP Fault element (see section 4.4) indicating the SOAP processing error. --

It appears that the class Soap11FaultOutInterceptor is trying to set the response code correctly with the following:

message.put(org.apache.cxf.message.Message.RESPONSE_CODE, new Integer(500));

However, this appears to be happening too late. I have a suspicion that it is happening too late in the interceptor chain. I have a temporary fix in place. I have registered a custom fault out interceptor. It uses the exact same code as in Soap11FaultOutInterceptor, but my interceptor is running in phase Phase.SETUP on the outbound fault chain. With my custom interceptor registered, the HTTP response code is correctly set to 500. See sample from services.xml below....

<jaxws:endpoint id=""PartnerSSOWebService"" wsdlLocation=""xml/wsdl/PartnerSSOWebService.wsdl"" address=""/PartnerSSO.ws"">
<jaxws:implementor>
<ref bean=""PartnerSSOWebServiceImpl"" /> 
</jaxws:implementor>
<jaxws:inInterceptors>
<ref bean=""DOMInflowInterceptor"" />
<ref bean=""WSSecurityInflowInterceptor"" />
</jaxws:inInterceptors> 
<jaxws:outFaultInterceptors>
<ref bean=""HttpErrorCodeFaultInterceptor"" />
</jaxws:outFaultInterceptors> 
<jaxws:properties>
<entry key=""schema-validation-enabled"" value=""true"" />
</jaxws:properties>
</jaxws:endpoint>

",,,,,,,,,10/3/2009 17:43,,,,"7 years, 43 weeks, 2 days ago",,111830,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268220,,,,,,,,,0|i1aatr:
CXF,CXF-1000,Remove string compares of XML from unit tests,Task,Closed,Major,Fixed,Unassigned,Daniel Kulp,Daniel Kulp,9/13/2007 12:51,,10/5/2009 19:37,10/3/2009 17:45,2.0.1,2.2,Build system,,0,0,,,,,,,,,"
There are a lot of tests that are doing striaght string compares of XML results with files on the disk. This makes it harder than necessary to update things when behavior changes. (like different XML serialization routine used).

The tests should either normalize the XML and use a normalization compare routine, or preferably, use XPATHS to test specifically if the interested nodes and information that the test is actually testing is in the XML so the format of the XML is irrelevant.

",,,,,,,,,9/14/2007 6:04,,,,"7 years, 43 weeks, 2 days ago",,111831,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,179284,,,,,,,,,0|i0v1x3:
CXF,CXF-1001,WSDL2Java header problem when using -exsh parameter,Bug,Closed,Major,Fixed,maomaode,Julien,Julien,9/13/2007 13:28,,10/5/2007 16:46,9/14/2007 4:36,2.0.1,2.0.2,Tooling,,0,0,,,,,,,,JDK6 update 2,"When using the WSDL2Java tool with the -exsh true parameter,
it seems that the methods without parameter are not generated with the header parameters.

For example, with the WSDL transmitted, i obtain this :

@WebResult(targetNamespace = ""com.esendex.ems.soapinterface"", name = ""GetMessageLimitResult"")
@RequestWrapper(localName = ""GetMessageLimit"", targetNamespace = ""com.esendex.ems.soapinterface"", className = ""soapinterface.ems.esendex.com.GetMessageLimit"")
@ResponseWrapper(localName = ""GetMessageLimitResponse"", targetNamespace = ""com.esendex.ems.soapinterface"", className = ""soapinterface.ems.esendex.com.GetMessageLimitResponse"")
@WebMethod(operationName = ""GetMessageLimit"", action = ""com.esendex.ems.soapinterface/GetMessageLimit"")
public int getMessageLimit(@WebParam();


And i expected that :

@WebResult(targetNamespace = ""com.esendex.ems.soapinterface"", name = ""GetMessageLimitResult"")
@RequestWrapper(localName = ""GetMessageLimit"", targetNamespace = ""com.esendex.ems.soapinterface"", className = ""soapinterface.ems.esendex.com.GetMessageLimit"")
@ResponseWrapper(localName = ""GetMessageLimitResponse"", targetNamespace = ""com.esendex.ems.soapinterface"", className = ""soapinterface.ems.esendex.com.GetMessageLimitResponse"")
@WebMethod(operationName = ""GetMessageLimit"", action = ""com.esendex.ems.soapinterface/GetMessageLimit"")
public int getMessageLimit(@WebParam(targetNamespace = ""com.esendex.ems.soapinterface"", name = ""MessengerHeader"", header = true)
soapinterface.ems.esendex.com.MessengerHeader messengerHeader);
",,,,,,,,,,,,,"9 years, 46 weeks, 4 days ago",,111832,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268219,,,,,,,,,0|i1aatj:
CXF,CXF-1002,"Message Part is not named correctly (always called ""fault"") - this breaks XFire backward compatibility - Patch attached",Improvement,Closed,Major,Fixed,Daniel Kulp,Zarar Siddiqi,Zarar Siddiqi,9/13/2007 20:05,,10/5/2007 16:46,9/18/2007 20:06,"2.0.1, 2.0.2",2.0.2,JAX-WS Runtime,,0,0,,,,,,,,Platform independent.,"There's a one-man discussion here:

http://www.nabble.com/WSDL-part-name-incorrect.-How-do-you-change-it--tf4432101.html

CXF always names the part of a fault as the word ""fault"". IMHO it's better to name it as the fault's simple class name as this is how things were with XFire.

The simple patch attached fixes this.

",,,,,,,,,9/15/2007 15:05,,,,"9 years, 45 weeks, 6 days ago",,111833,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268218,,,,,,,,,0|i1aatb:
CXF,CXF-1003,WebFaultOutInterceptor.getFaultMessagePart() might be too draconian and it also has private visibility,Bug,Closed,Major,Fixed,Daniel Kulp,Zarar Siddiqi,Zarar Siddiqi,9/13/2007 21:36,,2/22/2008 21:36,12/14/2007 16:19,2.0.1,2.0.3,JAX-WS Runtime,,0,0,,,,,,,,Platform independent.,"This implementation of this method is a little draconian (at least to me). It forces a match on the localPart and the namespace of MessagePartInfo and the fault QName before returning the MessagePartInfo. In the case of where the exception class annotated with @WebFault (default namespace so it ""inherits"" the services) is also the fault bean (i.e.: no getFaultInfo method specified) the name of the namespace URI will never match because only mpi's that are NOT elements are going to be considered. And since the fault class is a java class, it's corresponding MPI's getTypeQName() will always return the namespace corresponding to the package name and NOT the real namespace of the exception (which really lies behind getElementQName()).

I propose changing this method so that if no MessagePartInfo is found using the current method, we loosen the criteria and return a match based on the elementQName. This will also require modification of the MessagePartInfo class. 

Now the alternate is to make this method public or protected so it can be overridden. But that's not really a solution.

I'm working on a patch but before I upload it I was wondering what the CXF team thought of this

Thanks,
Zarar

Here's the method up for review:

private MessagePartInfo getFaultMessagePart(QName qname, OperationInfo op) {
for (FaultInfo faultInfo : op.getFaults()) {
for (MessagePartInfo mpi : faultInfo.getMessageParts()) {
String ns = null;
if (mpi.isElement()) {
ns = mpi.getElementQName().getNamespaceURI();
} else {
ns = mpi.getTypeQName().getNamespaceURI();
}
if (qname.getLocalPart().equals(mpi.getConcreteName().getLocalPart())
&& qname.getNamespaceURI().equals(ns)) {
return mpi;
}
}

}

",,,,,,,,,9/18/2007 18:31,,,,"9 years, 33 weeks, 3 days ago",,111834,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268217,,,,,,,,,0|i1aat3:
CXF,CXF-1004,Implement JSR-311 1.0,New Feature,Closed,Major,Fixed,Sergey Beryozkin,Jervis Liu,Jervis Liu,9/14/2007 3:01,7/25/2017 13:09,6/4/2009 21:32,4/29/2009 15:46,2.1,2.2.2,JAX-RS,,1,3,,,,,,"CXF-1005, CXF-1006, CXF-1007, CXF-1008, CXF-1009, CXF-1010, CXF-1011, CXF-1012, CXF-1013, CXF-1014, CXF-1015, CXF-1016, CXF-1017, CXF-1018, CXF-1151, CXF-1162, CXF-1174, CXF-1270, CXF-1271, CXF-1415, CXF-1416, CXF-1425, CXF-1455, CXF-1462, CXF-1472, CXF-1473, CXF-1474, CXF-1577",,,,,,0%,,14400,14400,,,4/29/2009 15:46,,,,"8 years, 13 weeks, 5 days ago",,111835,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268216,,,,,,,,,0|i1aasv:
