class path,method name,method arguments,LOC,Cyclomatic,Time,OwnTime,Count,Layer,Callees,CalleeInvocations,Callers,CallerInvocations
preflight\src\main\java\org\apache\pdfbox\preflight\utils\RenderingIntents.java,contains,Object,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\documentnavigation\outline\PDDocumentOutline.java,<init>,,5,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\documentnavigation\outline\PDDocumentOutline.java,<init>,COSDictionary,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,<init>,,3,1,7,3,5193,1,3,10388,40,5193
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,<init>,COSDictionary,4,1,7,0,398,2,3,1194,2,398
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,containsValue,Object,9,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getKeyForValue,Object,15,3,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,size,,4,1,0,0,3,4,0,0,2,3
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,clear,,4,1,1,0,2200,1,1,2200,3,2200
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getDictionaryObject,String,4,1,0,0,87,3,2,174,3,87
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getDictionaryObject,"String, String",9,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getDictionaryObject,"COSName, COSName",9,2,3,0,1255,1,1,1405,8,1255
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getDictionaryObject,String[],9,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getDictionaryObject,COSName,13,3,5,2,4185,0,2,4187,99,4185
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setItem,"COSName, COSBase",11,2,60,6,23425,0,2,23425,72,23425
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setItem,"COSName, COSObjectable",9,2,0,0,109,1,8,144,11,109
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setItem,"String, COSObjectable",4,1,0,0,34,3,2,68,4,34
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setBoolean,"String, boolean",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setBoolean,"COSName, boolean",4,1,0,0,8,10,2,9,5,8
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setItem,"String, COSBase",4,1,0,0,9,3,2,18,3,9
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setName,"String, String",4,1,0,0,28,4,2,56,2,28
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setName,"COSName, String",9,2,0,0,64,3,2,128,6,64
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setDate,"String, Calendar",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setDate,"COSName, Calendar",4,1,47,0,14,3,5,37,2,14
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setEmbeddedDate,"String, String, Calendar",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setEmbeddedDate,"String, COSName, Calendar",13,3,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setString,"String, String",4,1,0,0,4,10,2,8,1,4
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setString,"COSName, String",9,2,1,0,71,2,2,142,10,71
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setEmbeddedString,"String, String, String",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setEmbeddedString,"String, COSName, String",13,3,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setInt,"String, int",4,1,0,0,2,10,2,4,1,2
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setInt,"COSName, int",4,1,0,0,160,4,2,320,9,160
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setLong,"String, long",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setLong,"COSName, long",6,1,0,0,80,4,2,160,2,80
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setEmbeddedInt,"String, String, int",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setEmbeddedInt,"String, COSName, int",10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setFloat,"String, float",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setFloat,"COSName, float",5,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getNameAsString,String,4,1,0,0,2,10,2,4,1,2
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getNameAsString,COSName,17,4,0,0,239,1,1,239,11,239
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getNameAsString,"String, String",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getNameAsString,"COSName, String",9,2,0,0,2,10,1,2,1,2
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getString,String,4,1,0,0,2,10,2,4,1,2
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getString,COSName,10,2,4,0,121,2,2,222,14,121
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getString,"String, String",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getString,"COSName, String",9,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedString,"String, String",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedString,"String, COSName",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedString,"String, String, String",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedString,"String, COSName, String",10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getDate,String,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getDate,COSName,5,1,3,0,18,10,2,36,2,18
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getDate,"String, Calendar",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getDate,"COSName, Calendar",9,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedDate,"String, String",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedDate,"String, COSName",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedDate,"String, String, Calendar",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedDate,"String, COSName, Calendar",10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getBoolean,"String, boolean",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getBoolean,"COSName, boolean",4,1,0,0,147,2,1,147,5,147
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getBoolean,"COSName, COSName, boolean",10,2,0,0,147,2,1,147,1,147
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedInt,"String, String",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedInt,"String, COSName",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedInt,"String, String, int",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedInt,"String, COSName, int",10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getInt,String,4,1,0,0,6,7,2,12,1,6
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getInt,COSName,4,1,0,0,55,3,1,55,5,55
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getInt,"String[], int",10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getInt,"String, int",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getInt,"COSName, int",4,1,2,0,736,2,1,736,14,736
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getInt,"COSName, COSName",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getInt,"COSName, COSName, int",10,2,2,0,814,2,1,814,3,814
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getLong,String,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getLong,COSName,4,1,0,0,24,10,1,24,1,24
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getLong,"String[], long",10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getLong,"String, long",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getLong,"COSName, long",10,2,0,0,101,1,1,101,2,101
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getFloat,String,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getFloat,COSName,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getFloat,"String, float",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getFloat,"COSName, float",10,2,0,0,6,8,1,6,3,6
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,removeItem,COSName,4,1,0,0,82,0,1,82,5,82
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getItem,COSName,4,1,3,1,3723,0,1,3723,23,3723
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getItem,String,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,keyList,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,keySet,,4,1,0,0,31,0,1,31,5,31
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,entrySet,,4,1,0,0,319,0,1,319,6,319
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getValues,,4,1,0,0,165,0,1,165,3,165
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,accept,ICOSVisitor,4,1,119,0,152,10,1,152,3,152
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,addAll,COSDictionary,11,3,1,0,77,6,9,1189,1,77
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,containsKey,COSName,3,1,0,0,5,4,1,5,1,5
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,containsKey,String,3,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,mergeInto,COSDictionary,10,3,0,0,1,10,2,2,1,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getObjectFromPath,String,19,4,0,0,4,10,2,11,1,4
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,toString,,15,3,0,0,1,11,5,5,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\documentnavigation\outline\PDOutlineNode.java,<init>,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\documentnavigation\outline\PDOutlineNode.java,<init>,COSDictionary,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\documentnavigation\outline\PDOutlineNode.java,getCOSObject,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\documentnavigation\outline\PDOutlineNode.java,getCOSDictionary,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\documentnavigation\outline\PDOutlineNode.java,getParent,,17,3,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\documentnavigation\outline\PDOutlineNode.java,setParent,PDOutlineNode,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\documentnavigation\outline\PDOutlineNode.java,appendChild,PDOutlineItem,34,5,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\documentnavigation\outline\PDOutlineNode.java,getFirstChild,,10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\documentnavigation\outline\PDOutlineNode.java,setFirstChild,PDOutlineNode,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\documentnavigation\outline\PDOutlineNode.java,getLastChild,,10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\documentnavigation\outline\PDOutlineNode.java,setLastChild,PDOutlineNode,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\documentnavigation\outline\PDOutlineNode.java,getOpenCount,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\documentnavigation\outline\PDOutlineNode.java,setOpenCount,int,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\documentnavigation\outline\PDOutlineNode.java,openNode,,19,4,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\documentnavigation\outline\PDOutlineNode.java,closeNode,,9,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\documentnavigation\outline\PDOutlineNode.java,isNodeOpen,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\documentnavigation\outline\PDOutlineNode.java,updateParentOpenCount,int,21,4,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\action\type\PDWindowsLaunchParams.java,<init>,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\action\type\PDWindowsLaunchParams.java,<init>,COSDictionary,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\action\type\PDWindowsLaunchParams.java,getCOSObject,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\action\type\PDWindowsLaunchParams.java,getCOSDictionary,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\action\type\PDWindowsLaunchParams.java,getFilename,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\action\type\PDWindowsLaunchParams.java,setFilename,String,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\action\type\PDWindowsLaunchParams.java,getDirectory,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\action\type\PDWindowsLaunchParams.java,setDirectory,String,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\action\type\PDWindowsLaunchParams.java,getOperation,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\action\type\PDWindowsLaunchParams.java,setOperation,String,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\action\type\PDWindowsLaunchParams.java,getExecuteParam,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\action\type\PDWindowsLaunchParams.java,setExecuteParam,String,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSBase.java,<init>,,4,1,3,3,34814,0,1,130,12,34814
pdfbox\src\main\java\org\apache\pdfbox\cos\COSBase.java,getFilterManager,,4,1,4,0,84,0,1,84,4,84
pdfbox\src\main\java\org\apache\pdfbox\cos\COSBase.java,getCOSObject,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSBase.java,accept,ICOSVisitor,1,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSBase.java,setNeedToBeUpdate,boolean,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSBase.java,isDirect,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSBase.java,setDirect,boolean,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSBase.java,isNeedToBeUpdate,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDSignature.java,<init>,"PDAcroForm, COSDictionary",6,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDSignature.java,setValue,String,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDSignature.java,getValue,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDSignature.java,toString,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,<init>,PDAcroForm,5,1,0,0,1,10,1,1,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,<init>,"PDAcroForm, COSDictionary",5,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getPartialName,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setPartialName,String,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getFullyQualifiedName,,15,3,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getAlternateFieldName,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setAlternateFieldName,String,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getFieldType,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,findFieldType,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,findFieldType,COSDictionary,13,3,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setValue,String,1,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getValue,,1,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setReadonly,boolean,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,isReadonly,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setRequired,boolean,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,isRequired,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setNoExport,boolean,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,isNoExport,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getFieldFlags,,10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setFieldFlags,int,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,importFDF,FDFField,89,15,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getWidget,,26,4,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getParent,,10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setParent,PDField,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,findKid,"String[], int",21,5,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getKids,,33,6,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setKids,List<COSObjectable>,5,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,toString,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getAcroForm,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setAcroForm,PDAcroForm,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getDictionary,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getCOSObject,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getActions,,10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setActions,PDFormFieldAdditionalActions,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,<init>,PDDocument,7,1,0,0,1,10,4,4,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,<init>,"PDDocument, COSDictionary",5,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getDocument,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getDictionary,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,importFDF,FDFDocument,16,4,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,exportFDF,,21,3,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,addFieldAndChildren,"PDField, List",24,5,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getFields,,25,5,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setFields,List,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setCacheFields,boolean,18,3,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,isCachingFields,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getField,String,46,7,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getDefaultResources,,10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setDefaultResources,PDResources,9,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getCOSObject,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getXFA,,10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setXFA,PDXFA,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDSignatureField.java,<init>,"PDAcroForm, COSDictionary",6,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDSignatureField.java,<init>,PDAcroForm,10,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDSignatureField.java,generatePartialName,,20,4,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDSignatureField.java,setValue,String,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDSignatureField.java,getValue,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDSignatureField.java,toString,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDSignatureField.java,setSignature,PDSignature,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDSignatureField.java,getSignature,,9,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDSignatureField.java,getSeedValue,,10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDSignatureField.java,setSeedValue,PDSeedValue,7,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\function\type4\Operators.java,<init>,,45,1,6,4,96,11,2,4128,2,96
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\function\type4\Operators.java,getOperator,String,4,1,0,0,187,10,1,187,1,187
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,<init>,,5,1,765,0,414,,2,417,1,414
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,<init>,"String, String, String, String",9,1,804,0,438,,5,893,2,438
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,createXMPMetadata,,4,1,765,0,414,,1,414,20,414
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,createXMPMetadata,"String, String, String, String",5,1,42,0,25,,1,25,2,25
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,getTypeMapping,,4,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,getXpacketBytes,,4,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,getXpacketEncoding,,4,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,getXpacketBegin,,4,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,getXpacketId,,4,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,getAllSchemas,,10,2,0,0,27,,5,141,6,27
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,setEndXPacket,String,4,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,getEndXPacket,,4,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,getSchema,String,14,3,0,0,182,,4,1680,3,182
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,getSchema,Class<? extends XMPSchema>,5,1,0,0,39,,4,117,6,39
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,clearSchemas,,4,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,getSchema,"String, String",14,3,0,0,2,,5,16,1,2
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,createAndAddDefaultSchema,"String, String",7,1,,,,,,,,
